country,species,area,environment,unit,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Spain,Meagre,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65.34,281.82,126.77,43.92,2.7,2.29,111.17
Spain,Meagre,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.21,82.45,...,181.12,5.54,...
Spain,Meagre,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,4,20,8,...,...,...,...,0,0,0
Spain,Meagre,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,56,1384,1936,996,6575.62,6130.05,8677.61,5164.44,3318.95,2925.58,6524.23
Spain,Mullets nei,"Atlantic, Northeast",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,294,333,315,366,366,719.8,658.12,507.11,521.88,599.35,790.01,1047.42
Spain,Mullets nei,"Atlantic, Northeast",Marine,USD 1000,...,380,660,360,300,236,472,162.25,317.58,330,403.2,342,415.63,561,468.6,299.2,372.9,379.5,252,87,51,6,30,21,0,59.75,75.71,70.84,54.44,81.6,55.05
Spain,Octopuses nei,"Atlantic, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.7,18.58,0,0,0,0
Spain,Octopuses nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,128,128,112,61.5,56,32,48,64,44,108,254.31,72.16,42.96,22.8,24.92,9.86,7.61
Spain,Pacific cupped oyster,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,232.4,224,1282.4,851.2,845.6,907.2,...,598.72,559.59,...,313.16,289.64,331.3
Spain,Pacific cupped oyster,"Atlantic, Northeast",Marine,USD 1000,4350,4750,4600,4575,4750,3820,3320,3678.73,3683.2,2275.66,2438.92,3193.14,4111.38,2754.61,2920.4,1974.9,1699.4,1864.8,1562.4,1388.8,4662,4415.6,2660,3903.2,1729.26,1274.06,882.23,1251.69,971.51,864.66,697.16
Spain,Pacific cupped oyster,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39.65,196.09,0,0,...
Spain,Pacific cupped oyster,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,715.81,819.26,65.23,1492.02,695.16,956.23,1435.65
Spain,Palaemonid shrimps nei,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,215.28,369,434.52,266.77,534.18
Spain,Palaemonid shrimps nei,"Atlantic, Northeast",Marine,USD 1000,...,120,0,120,42,52.5,560,217.31,388.5,455,345,412.5,379.26,607.5,440.1,294,330,262.4,278.4,320,6.4,0,0,0,270.12,346.73,3.98,9.48,5.3,6.57,0.66
Spain,Palinurid spiny lobsters nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,492,492,228,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,Pod razor shell,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100.78,356.73,4.63,153.35,384.85
Spain,Pollack,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,160,33.03,1.02,0,0,0,0,0
Spain,Pullet carpet shell,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,514.8,115,380,1325,545,265,29.43,1955.05,1730.44,2349.13,1363.07,4287.41,622.26
Spain,Pullet carpet shell,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,16103.65,24840,19264,18640,15464,16247.4,351,1325,235,175,485,475,3072.42,530.56,4306.16,1354.87,714,406.05,246.51
Spain,Queen scallop,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.83,2.16,34.66,29.08
Spain,Rainbow trout,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49.22,11.6,0,0,...,...
Spain,Rainbow trout,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,...,286,0,330,0,0,0,0,0,0,...,...
Spain,Sea belt,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.91,14.11,3.12,...,0.2,0.77,...,21.26
Spain,Sea mussels nei,"Atlantic, Northeast",Marine,USD 1000,149500,159675.75,160546.77,159545.75,157956.5,183359.52,173300.02,162147.4,85780.54,39734.78,56544.15,71683.12,68469.76,59393.15,78318.6,78590.71,86705.51,86094.76,67685.11,71972.6,81071.56,55358.1,80090.5,73371.56,124679.42,126596.2,118345.77,147878.3,122656.09,98932.36,137839.84
Spain,Sea mussels nei,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1586.69,0.52,0,0,0
Spain,Sea mussels nei,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6770.8,6710.29,6111.18,7244.39,6305.24,7221.45,9014.57
Spain,Seabasses nei,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3619,0,0,0,0,0,0,0,0,0,0
Spain,Seaweeds nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,678.05,925.18,993.41,940.14,746.38,988.43,899.08,1004.09,888.07
Spain,Senegalese sole,"Atlantic, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,356.37,418.05,376.43
Spain,Senegalese sole,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110.48,102.83,30.48,30.39,21.06,14.16
Spain,Senegalese sole,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,716.05,764.8,859.9,1269.96,946.34,5367.47,8940.86
Spain,Senegalese sole,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,224,252,76.82,5.4,14.59,...,...,...,...
Spain,Solen razor clams nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.08,0.41
Spain,Soles nei,Europe - Inland waters,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,56,48,72,56,40,...,0,0,0,0,0,0
Spain,Soles nei,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,272,296,224,152,32,8,...,0,0,0,0,0,0
Spain,Spinous spider crab,"Atlantic, Northeast",Marine,USD 1000,...,...,...,104,52,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,Spotted seabass,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,2.32
Spain,Spotted seabass,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.07,0,0.71,1.77,7.73,1.18
Spain,"Striped bass, hybrid",Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15.31,13.27,13.71,0,0,0
Spain,Striped venus,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,256,393.6,380.8,...,...,...,0,0,0,0,0,0,0,0,0,0,0
Spain,Turbot,"Atlantic, Northeast",Marine,USD 1000,...,380,400,500,970,4720.82,9977.6,11226.7,16518.9,12910.27,15536.31,18794.4,21403.44,16372.57,17917.9,25641,28713,30178.8,30776,26964,30429,39004,44933,47866,80564.79,67368.9,63277.12,66966.69,47905.09,71995.59,66485.57
Spain,Turbot,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,715.25,0,0,0,0,0,0
Spain,Variegated scallop,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.82,1.57,0.5,0.56,1.79,1.26
Spain,Variegated scallop,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10.45,8.03,12.52,9.01,6.64,13.29
Spain,Wakame,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.85,0,0,0,...,...,...
Spain,Warty venus,Mediterranean and Black Sea,Marine,USD 1000,...,36,13,12,12,14,80,28.97,29.41,47.5,45,45,39.49,76,0,54,...,...,30,15,15,15,15,15,29.43,13.93,23.88,30.85,19.28,15.17,8.5
Spain,White seabream,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,4,0,0,0.66,2.07,1.5,0.67,8.14,6.2
Sri Lanka,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.23,29.79,29.5,25.84,14.29,51.97,61.25
Sri Lanka,Elkhorn sea moss,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.56,8.82,9.75,3.42
Sri Lanka,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,USD 1000,50,1250,2000,2500,4348.5,5250,7800,10800,14000,17500,21700,23303,41593.5,29120,57376,41867.2,49006.4,36239.06,26083.2,34113.41,22361.29,15355.94,25076.52,36576.77,22233.56,35208.9,19995.92,24390.53,19499.52,22340.04,27707.99
Sri Lanka,Indian backwater oyster,"Indian Ocean, Eastern",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,10,10.5,3.6,11.4,7.35,6.87,17.54,35.8,76.07,...
Sri Lanka,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,5.78,3.35,6.76,3.21,3.9,21.6,31.85,232.42,268.59,20.1,16.42,18.47
Sri Lanka,Milkfish,"Indian Ocean, Eastern",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,144,...,5.9,18.2,4.7,...,...
St. Pierre and Miquelon,Scallops nei,"Atlantic, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,558.11
St. Pierre and Miquelon,Sea mussels nei,"Atlantic, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.35,11.57,19.92,7.97
Suriname,Tilapias nei,"Atlantic, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,100,247,86.4,86.4,...,...,...,0,2,22.8,20.74,10.1,34.13,25.24,9.64,12.1
Suriname,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,861,1200,1677,2723.2,2723.2,1047.8,1160.64,1016.4,984.6,269.79,165.77,222.53,437.76,632.91,577.55,640.64,648.77
Sweden,Atlantic salmon,"Atlantic, Northeast",Marine,USD 1000,424.4,280.88,661,1325.99,1553.9,3307.59,3181.06,1320.43,1708.22,14.42,36.5,58.22,41.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.49,81.52
Sweden,Blue mussel,"Atlantic, Northeast",Marine,USD 1000,830.7,269.75,211.25,1661.4,140.19,36.15,310.91,381.32,373.76,130.98,587.15,476.31,738.8,709.95,455.01,835.33,207.64,834.59,814.38,971.64,794.04,596.97,1354.12,775.1,1662.62,1429.85,922.26,1246.24,1159.01,1567.92,1557.16
Sweden,European flat oyster,"Atlantic, Northeast",Marine,USD 1000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Sweden,Rainbow trout,"Atlantic, Northeast",Marine,USD 1000,2523.54,4706.87,8529.08,12436.72,16679.29,11051.5,12719.57,12794.49,7660.98,7678.65,9447.74,11090.93,11223.02,6983.07,6330.39,6698.77,4703.54,4960.37,4604.48,3723.51,4871.35,5338.19,6200.08,6344.48,8205.58,9236.23,8982.48,14550.23,12255.77,14974.58,13115.74
Taiwan Province of China,Abalones nei,"Pacific, Northwest",Brackishwater,USD 1000,3295.02,5658.65,10522.58,28611.92,37251.79,17388.83,15844.25,21934.38,30491.75,14395.76,21077.65,29172.05,34596.47,42637.97,42026.1,26656.04,40178.86,33593.03,23721.33,16082.1,23937.05,9209.53,9947.54,5577.3,6838.14,3196.91,2800.34,1308.6,1703.08,1355.6,2702.08
Taiwan Province of China,Abalones nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,1711.75,4301.61,2345.42,3938.52,4032.92,5600.34,3886.82,4190.92,3398.53,2159.6,1837.26,2555.73,1563.45,1694.38,1945.82,1759.21,116.82,186.81,268.14,442.88,70.05,0,856.79,432.25,1487.47,1595.48
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,108.15,110.65,21,542.31,1767.68,2970.4,4504.7,1977.63,1661.68,1156.19,2373.65,2176.85,1608.57,2982.67,6476.06,7548.14,2299.76,1431.11,4926.29,3625.49,3683.74,6302.71
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,14,73.29,188.23,1219.4,772.52,357.89,466.37,544.53,774.32,571.34,151.87,177.8,5.12,150.15,1585.32,177.01,1754.35,4517.88,730.13,4311.14
Taiwan Province of China,Barramundi(=Giant seaperch),"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,3526.45,8118.52,4742.73,7444.23,3592.17,6704.83,6832.91,7465.71,6202.12,4857.93,3735.62,3054.72,3936.78,4175.34,4604.05,4002.27,8433.03,6444.05,6818.43,7986.77,6666.88,27664.89,41795.93,33437.18,20204.33,15946.65
Taiwan Province of China,Barramundi(=Giant seaperch),"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,0,0,0,0,0,0,0,54.25,29.8,35.61,5.82,8.52,50.57,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Blackhead seabream,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,1403.96,1364.4,2322.77,5073.62,10088.66,17190.84,34319.02,10291.18,16989.09,15973.03,8035.54,4187.93,4811.65,3106.99,2761.88,2936.14,1924.93,2378.96,2191.12,1903.62,1415.74,1645.51,2015.41,5117.23,1425.08,1077.83
Taiwan Province of China,Blackhead seabream,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,36.37,15.56,0,0,0,0,0,60.99,67.6,57.19,27.76,51.87,91.43,0,0,0,0,0,0,0,0,0,0,0,0,...
Taiwan Province of China,Blood cockle,"Pacific, Northwest",Marine,USD 1000,50.6,49.25,35.31,39.43,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Taiwan Province of China,Blue swimming crab,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21.4,0,0,0,0,0,0,11.82,13.44,81.12
Taiwan Province of China,"Clams, etc. nei","Pacific, Northwest",Brackishwater,USD 1000,273.6,924.34,1514.95,1657.78,2644.03,3290.41,667.7,600.24,767.72,542.14,801.92,2846.11,914.52,665.69,645.37,486.42,793.56,509.42,713.43,810.9,1234.55,748.23,725.04,555.47,398.31,...,...,...,...,...,...
Taiwan Province of China,"Clams, etc. nei","Pacific, Northwest",Marine,USD 1000,263.46,381.23,67.95,59.74,329.82,191.73,131.04,164.77,1008.57,347.68,976.99,3943.53,642.78,512.76,372.47,190.68,181.66,260.7,176.19,189.84,218.62,142.35,167.7,176.26,66.67,...,...,...,...,...,...
Taiwan Province of China,Cobia,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127.43,0,0,0,690.4,3105.29,4256.56,3552.89
Taiwan Province of China,Cobia,"Pacific, Northwest",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,39.68,170.43,116.76,3739.28,4134.58,17502.19,15992.14,11037.48,20445.42,19706.76,20440.5,18425.86,29318.91,9514.22,15458.02,22149.73,12196.54,9994.28,14004.71,7768.31
Taiwan Province of China,"Croakers, drums nei","Pacific, Northwest",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,125.48,107.39,106.13,114.45,265.48,326.35,716.8,1201.26,1038.32,0,59.25,217.94,173.57,0,...,...,...,...,...,...
Taiwan Province of China,Daggertooth pike conger,"Pacific, Northwest",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Taiwan Province of China,Diphos sanguin,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,169.36,82.97,385.62,486.65,464.73,295.18
Taiwan Province of China,Diphos sanguin,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,63.55,319.74,91.4,88.65,75.58,50.3
Taiwan Province of China,Flathead grey mullet,"Pacific, Northwest",Brackishwater,USD 1000,197.47,164.65,196.84,680.75,2662.41,3302.3,4095.31,4378.38,3657.29,4900.13,7006.97,4097.52,3272.24,4850.9,4003.39,2966.98,4084.81,3542.21,4337.3,4567.4,4390.88,2774.77,4489.75,5618.62,2847.98,4396.75,5698.93,7199.31,5261.42,5557.62,6931.31
Taiwan Province of China,Flathead grey mullet,"Pacific, Northwest",Marine,USD 1000,...,39.81,...,21.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Fourfinger threadfin,"Pacific, Northwest",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,10.93,15.78,131.35,325.94,103.36,33.62,648.29,1590.16,749.58,1458.08,1345.77,3989.75,7299.78,5310.36,4547.6,14511.32,28211.38,30980.02,23311.77
Taiwan Province of China,Giant river prawn,Asia - Inland waters,Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.85
Taiwan Province of China,Giant tiger prawn,"Pacific, Northwest",Brackishwater,USD 1000,71617.12,108876.44,279052.75,354324.94,163631.6,110290.96,68790.96,90707.91,88157.95,90119.63,107108.12,157092.61,125255.53,45804.63,44244.87,40830.71,34701.79,22154.08,13952.93,12633.67,12165.61,7224.36,7006.09,7141.45,5869.4,5201.27,5846.49,6913.84,4350.38,5710.92,4131.36
Taiwan Province of China,Gobies nei,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24.1,129.46,71.99
Taiwan Province of China,Greasyback shrimp,"Pacific, Northwest",Brackishwater,USD 1000,3524.15,4806.88,4594.69,3225.87,5522.24,6436.19,7973.6,8019.56,4811.27,2849.29,7615.5,4045.74,4190.94,2712.38,2643.12,3762.14,2462.87,3593.97,2438.89,1374.86,2103.22,6638.06,4826.96,2781.61,5056.85,3654.02,2325.73,2370.95,3163.43,1807.56,1280.44
Taiwan Province of China,Great blue spotted mudskipper,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,896.2,5590.61,1370.59,2320.8,8214.46,4130.83,4874.76,11861.71,5245.54,5086.49,1948.7,619.99,214.16,266.01,335.91,257.94,267.78,149.39,169.43,94.19,118.21,240.43,105.91,151.28,44.51,...,...,...
Taiwan Province of China,Greater amberjack,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,349.81,798.05,19.05,25.24,...,...,...,...,...
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Brackishwater,USD 1000,749.12,3029.12,3587.86,7953.88,5294.71,2838.61,11607.56,6614.42,6670.98,18522.77,13741.75,20764.5,12102.89,23264.24,24791.23,33761.48,32137.84,37177.17,50802.46,61712.56,75332.2,82774.43,52095.32,117349.5,150429.66,98509.74,113179.91,173482.2,241140.08,221921.45,273741.12
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,1435.02,846.86,850.34,917.34,617.26,1030.42,2706.8,2487.45,3101.2,2500.35,3769.53,2033,3168.08,3039.54,3439.88,2545.72,818.57,1074.59,933.42,4334.14,4930.32,683.92,1903.95,982.97,1840.48,4671.23
Taiwan Province of China,Indo-Pacific swamp crab,"Pacific, Northwest",Brackishwater,USD 1000,9462.32,9896.3,9578.1,9300.73,8326.39,7316.29,11404.21,11666.01,10983.04,14691.43,15340.31,15529.95,8538.38,4463.72,8273.63,4157.18,3235.28,4090.22,1879.58,2108.64,2158.85,1906.53,2179.28,1646.88,1296.25,478.41,1223.24,1282.66,775.45,970.76,195
Taiwan Province of China,Japanese carpet shell,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,19.06,0,0,0,2238.34,1521.22,1638.05,1568.03,746.22,251.03,110,265.47,130.49,92.16,95.13,96.33,90.62,86.95,70.24,71.17,78.43,78.48,67.63,64.55,47.74,38.74
Taiwan Province of China,Japanese carpet shell,"Pacific, Northwest",Marine,USD 1000,8762.51,8182.11,9308.12,9384.73,9249.56,4155.55,6739.66,4505.98,2955,2757.63,2802.06,3261.74,2613.38,1649.01,1955.67,549.98,1231.38,725.83,421.31,464.06,401.78,357.57,298.46,263.39,244.45,224.53,242.88,257.38,234.23,224.32,170.61
Taiwan Province of China,Japanese eel,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,5321.31,21800.2,612.04,3008.3,3749.54,7804.62,1422.11,1409.32,1201.15,1218.41,17572.59,947.11,560.55,634.51,1885.01,5722.72,1793.3,2353.58,79.87,1180.14,576.61,54.81,0,0,0
Taiwan Province of China,Japanese hard clam,"Pacific, Northwest",Brackishwater,USD 1000,18303.05,18669.43,16017.33,6519.48,31435.86,27859.47,27469.36,22484.52,29788.25,19174.89,22143.82,18106.25,18762.86,25203.48,22523.81,22479,27175.1,31842.84,29170.34,33551.05,29270.66,26537.36,47752.75,46629.86,72567.43,75158.61,94683.38,103597.23,119391.09,130444.67,162836.08
Taiwan Province of China,Japanese hard clam,"Pacific, Northwest",Marine,USD 1000,14986.72,12377.02,10608.43,5968.32,6675.49,17191.4,13753.63,7528.47,9963.63,9850.44,11194.46,7540.8,5945.35,5669.88,2521.58,2781.91,2643.47,2997.37,2556.9,2207.92,1452.18,1515.87,1499.43,2010.84,1878.01,1676.98,3569.19,1841.88,2600.71,1786.64,1685.61
Taiwan Province of China,Japanese seabass,Asia - Inland waters,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8360.08
Taiwan Province of China,Japanese seabream,"Pacific, Northwest",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.12,...,...,...
Taiwan Province of China,Japanese seabream,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2338.99,...,...,...
Taiwan Province of China,Japanese spiny lobster,"Pacific, Northwest",Brackishwater,USD 1000,52.62,124.17,51.31,126.18,1281.65,251.14,2211.27,2346.87,772.34,548.57,217.93,654.57,1127.36,852,392.4,472.72,190.4,21.4,0,0,0,0,0,0,0,0,0,0,0,0,...
Taiwan Province of China,Japanese spiny lobster,"Pacific, Northwest",Marine,USD 1000,17.54,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Taiwan Province of China,Kuruma prawn,"Pacific, Northwest",Brackishwater,USD 1000,1585.8,4042.79,6070.01,19492.22,46346.23,66446.02,77200.16,117289.32,74690.02,8576.6,9471.46,5184.38,10822.71,6277.91,3857.5,5182.46,3762.68,2245.38,2081.02,2392.35,1965.5,1530.87,1765.15,991.01,1184.28,2983.39,2973.46,1985.51,1267.93,899.86,426.87
Taiwan Province of China,Kuruma prawn,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,195.87,139.71,92.11,234.18,0,388.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Largemouth black bass,Asia - Inland waters,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,325.6
Taiwan Province of China,Laver (Nori),"Pacific, Northwest",Marine,USD 1000,166.67,160.12,439.43,140.05,535.04,564.31,267.47,250.25,208.61,75.14,133.51,189.72,237.62,164.73,94.2,41.4,443.97,412.8,526.91,627.26,198.37,167.94,129.11,146.01,154.25,0,0,225.74,237.06,282.18,253.58
Taiwan Province of China,Malabar trevally,"Pacific, Northwest",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3897.07,...
Taiwan Province of China,Marine crabs nei,"Pacific, Northwest",Brackishwater,USD 1000,60.72,55.29,13.62,...,13.99,89.7,43.04,345.66,410.26,445.93,374.46,541.2,903.99,1004.48,519.66,547.45,921.63,799.93,615.81,494.39,508.16,156.46,274.88,274.95,312.58,326.44,349.24,431.06,570.12,549.68,882.25
