country,species,area,environment,unit,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Fiji, Republic of",Green mussel,"Pacific, Western Central",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji, Republic of",Pearl oyster shells nei,"Pacific, Western Central",Marine,USD 1000,...,...,...,360,770,270,300,140,109,170.34,170,200,200,200,100,120.2,120,100,50,0,125,125,...,...,...,0.26,0,100,...,...,...
"Fiji, Republic of",Spinefeet(=Rabbitfishes) nei,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji, Republic of",Tilapias nei,Oceania - Inland waters,Brackishwater,USD 1000,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
Finland,Atlantic salmon,"Atlantic, Northeast",Brackishwater,USD 1000,465.12,447.94,550.92,75.19,836.86,497.1,1234.3,709.55,365.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,European whitefish,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,0,0,0,0,0,0,0,0,271.36,85.81,326.04,134.26,257.32,591.56,700.93,1525.99,2857.11,2935.85,4008.04,4887.91,5383.41,5836.53,6140.26,9923.97,7486.74,7790.06,6916.89
Finland,Freshwater fishes nei,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,...,...,...,0,0,33.07,13.84,132.54,0,22.54,58.94,40.28,0,0,0,0,0,0,0,0,0,319.79,...,0,0,0,144
Finland,Rainbow trout,"Atlantic, Northeast",Brackishwater,USD 1000,24429.74,30177.38,32427.05,46031.58,66872.12,65614.6,64848.07,74701.71,68024.85,51316.69,56319.6,55698.2,48230.81,37835.56,40994.82,38497.32,49675.83,32582.6,29177.07,34678.09,40406.16,39925.52,39715.23,38876.9,40043.12,38784.19,39479.73,38692.72,32253.91,45102.1,47774.78
Finland,Sea trout,"Atlantic, Northeast",Brackishwater,USD 1000,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,19.21,0,0,0,0,0,0,0,0,0,...,200.2,507.67,1101.6,810.19
France,Atlantic salmon,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,940.8,1420,877.4,2798.16,3367.87,2750,2564.7,2600,2560,0,343.13,1391.34,2707.64,3984.29,5485.08,6986.44,6483.11,8841.32,...,4776.82,5009.07,1735.52,...,1833.8
France,Blue mussel,"Atlantic, Northeast",Marine,USD 1000,33946.42,33043.3,53631.05,52280.72,49271.84,32924.16,46642,41204.7,54536.45,63250,61000.38,73981.39,73267.65,76336.36,74676,67080,73057.52,67546.12,74844.22,86113.91,103934.14,107129.64,106745.94,120458.32,174877.1,159873.77,152815.73,161252.48,146555.39,145114.86,151487.95
France,Blue mussel,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2400.97,1782.15,1652.78,0,2056.92,1076.27,2126.15
France,"Clams, etc. nei","Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741.59,1489.79,2207.11,2211.47,2176.29,2379.42,4720.16,5133.21,4849.8,2956.28,2711.27,2593.56,2870.3
France,"Clams, etc. nei",Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.78,37.33,55.7,55.81,49.22,38.38,52.47,0,0,251.12,231.4,171.51,93.02
France,Coho(=Silver) salmon,"Atlantic, Northeast",Marine,USD 1000,...,353.51,520.81,599.64,500.5,467.5,440,95.2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
France,Common edible cockle,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,1950,2241,2534.25,2617.6,2805,2943.63,3613.8,3523.92,1441.04,1560,1605.12,1384.18,2745.63,2293.1,1357.44,3174.16,4502.18,5942.74,6631.14,5981.18,5587.91,5287.35,4349.34,3856.72,5756.75,5979.79
France,Common edible cockle,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,103.98,49.94,68.95,64.56,47.57,...,49.17
France,European eel,Europe - Inland waters,Brackishwater,USD 1000,...,...,...,...,...,2800,2800,7116.16,9846.77,9192.35,9384.96,721.86,480,480,72,60,27.44,0,...,...,...,...,0,0,...,...,...,...,...,...,...
France,European flat oyster,"Atlantic, Northeast",Marine,USD 1000,7813.55,4939.02,11755.88,12653.76,12044.5,7500,10385,7345,8830,4339.5,13582.93,18468.57,17206.55,15010.8,13915,10720,9868.56,7866.99,8032.96,6132.24,9954.39,6601.53,10320.28,13432.23,14685.4,14055.11,11841.2,10570.65,9834.64,13366.81,13354.86
France,European flat oyster,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,135.99,519.58,462.61,183.2,109.27,58.44,74.42
France,European seabass,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19507.77,...,12178.76,10388.27,9333.26,11738.62,11640.65
France,European seabass,Mediterranean and Black Sea,Brackishwater,USD 1000,...,280.56,434.01,416.42,504.7,1000,1000,800,925,525,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
France,European seabass,Mediterranean and Black Sea,Marine,USD 1000,...,505.01,868.02,1915.52,1934.69,4000,5000,5824,9250,13440,20065.04,28226.24,20694.98,18858.37,24800,24606.75,18501.32,14090.94,18397.81,24904.14,30947.23,33440.16,29852.15,30197.85,20995.99,13174.71,12018.48,10388.27,10181.74,11738.62,11640.65
France,Finfishes nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,555.55,547.72,510.46,6299.65,12598.62,6758.6,6697.36
France,Gilthead seabream,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5788.82,...,6168.07,5533.16,4763.05,6565.87,6378.44
France,Gilthead seabream,Mediterranean and Black Sea,Marine,USD 1000,44.5,134.67,115.74,133.25,2287.98,370,555,720,1550,3224.2,9780.39,9865.39,4751.35,11253.81,12000,8720.83,7392.55,8273.7,7531.91,7086.4,11298.66,12403.78,11313.91,12280.9,5640.21,5180.47,4809.33,5533.16,4763.05,6565.87,6378.44
France,Great Atlantic scallop,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,182.65,194.1,645.25,566.12,450,77.97,83.05,80.36,...,...,...,...,...,0,...,...,...,...,...,...,...
France,Grooved carpet shell,"Atlantic, Northeast",Marine,USD 1000,900,2400,2400,3640,2925,1988,2800,3240,1680,2128,5431.36,1804.64,1759.76,1929.96,3900,10716.46,3052.56,5528.14,5596.84,3033.03,7268.73,7226.72,4356.82,4736.92,4912.74,4560.41,4448.41,...,...,...,...
France,Grooved carpet shell,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2348.04,2318.81,1816.19,...,...,...,...
France,Harpoon seaweeds,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.41,0.5,0.6,0.6,0.75,0.65,0.6,0.6,1,0.25,0.5,0.29,...,...,...,...,...,...
France,Japanese carpet shell,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,93.7,5528.14,5604.63,3033.03,7268.73,7226.72,4356.82,4736.92,4912.74,4560.41,3954.14,5703.16,5275.99,8338.89,7893.32
France,Japanese carpet shell,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2348.04,2318.81,2179.42,1807.49,1388.42,935.49,1195.96
France,Kuruma prawn,"Atlantic, Northeast",Brackishwater,USD 1000,...,28.62,135.27,184.06,306.19,0,132,0,0,0,595.58,312.8,645.25,411.72,396,390,388.09,267.86,425.7,1159.48,1243.3,1245.96,1287.04,1370.64,1484.16,1579.69,1504.94,1140.14,944.9,1018.31,850.46
France,Marine fishes nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,31568.85,...,...,...,...,...
France,Marine fishes nei,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,348.9,234.63,0,0,0,0,0,0,0,0,0,0,0,6.82,30.92,43.12,45.22,41.78,0,...
France,Marine molluscs nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,197,197,400,800,494.4,280.9,285.72,...,...,...,...,...,...,...,...,...,...,...,...,...
France,Meagre,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,308.79,300,243.9,232.05,238.44,1131.65,837.09,948.55,2328.33,2478.65,2705.63,4586.35,3275.2,2986.57,4151.48,3644.6,4213.07,4185.85
France,Mediterranean mussel,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1089.92,2355.96,2157.53,5756.58,4885.18,1584.61,1514.88
France,Mediterranean mussel,Mediterranean and Black Sea,Marine,USD 1000,2430.87,3882.65,5093.43,3391,4182.84,15075.84,15118,16905,13541.25,17250,20160,18046.44,14078.09,14153.04,13910,14279,8626.02,22017.93,16789.3,21573.3,18683.12,22873.4,28770.57,33018.61,31702.63,30340.44,28570.68,28351.26,26225.7,27745.34,28702.98
France,Pacific cupped oyster,"Atlantic, Northeast",Marine,USD 1000,97584.56,121737.2,240080.45,277139.34,262190.84,238822.02,262912,232530.02,268755.75,262000.02,281854.66,303141.06,233370.77,217000.42,203280.02,208750.02,181445.6,183528.28,217151.52,262609.16,297376.94,307218.38,289157.3,327143.34,458589.94,465517.22,412000.6,517108.47,461263.8,474122.94,474396.5
France,Pacific cupped oyster,Mediterranean and Black Sea,Marine,USD 1000,4289.48,4690.02,7681.03,7851.06,7872.47,14234.97,18497.36,23392.6,22984.5,23400,29820,32563.8,24089.17,22816.42,21450,20040,14691.95,14952.1,17547.64,21305.02,24841.22,25338.76,25000.75,27862.28,27712.73,23381.63,16904.63,21335.7,20569.18,29247.42,27108.37
France,Periwinkles nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,4000,3600,4012,2824.5,2700,2604.33,3419.8,3334.75,3602.59,2080,1430,1157.95,1053.57,...,...,...,...,0,0,...,...,...,...,...,...,...
France,Rainbow trout,"Atlantic, Northeast",Marine,USD 1000,2324.44,1399.89,2332.8,2041.28,3112.33,2573.57,2866.5,2561.82,2499.57,2121.31,1229.07,1020.23,1125,835.8,...,...,258.73,203.57,352.03,361.42,402.77,158.76,100.35,252.58,266.52,214.49,...,...,...,...,...
France,Sea trout,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,2230.4,954,1392.3,...,2512.6,1493.22,1186.61,1361.1,152.71,203.22,220.62,0,0,...,...,...,309.43,282.83,...,...
France,Seaweeds nei,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66.05,60.51,335.75,285.72,178.87,179.39
France,Senegalese sole,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1976.41,2072.5,2442.59,0,3282.24
France,Tuberculate abalone,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,199.03,208.71,192.84,0,...
France,Turbot,"Atlantic, Northeast",Marine,USD 1000,29.84,87.54,75.23,129.92,161.5,240,270,1400,1200,1500,4963.2,6957.91,2199.7,8406.05,7200,6622.84,7131.6,5923.14,7429.88,9717.06,11173.61,9952.5,12693.87,13619.32,11520.04,...,5270.42,4145,3663.88,...,3534.72
France,Wakame nei,"Atlantic, Northeast",Marine,USD 1000,...,0.6,0,0.6,1,4.3,0.6,5.3,5.2,7,4.71,6.02,3.17,2.78,3,1,1,1.2,1.5,1.5,15.25,15.25,16.47,15.25,30.04,...,...,...,...,...,...
France,White seabream,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,35,0,38.39,...,...,...,...,0,0,0,0,0,0,0,0,0
French Polynesia,Barramundi(=Giant seaperch),"Pacific, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44.84,54,5,30,25,5,0,0,0,0,0,0,0
French Polynesia,Barramundi(=Giant seaperch),"Pacific, Eastern Central",Marine,USD 1000,0,0,0,0,5,5,15,15,20,27.5,10,15,50,10,10,15,47.43,99,70.47,...,...,...,...,0,0,0,0,0,0,0,0
French Polynesia,Blacklip pearl oyster,"Pacific, Eastern Central",Marine,USD 1000,...,500,920,...,...,...,...,...,...,2138.93,2515.1,2075.9,2336.11,2772.15,1372.12,1614.27,1115.57,1206.36,1568.42,2662.34,2489.88,4121.59,4191.2,3851.96,3322.84,2495.6,2838.24,3434.91,2880.3,2794.72,2235.24
French Polynesia,Blue shrimp,"Pacific, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,292.5,292.5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
French Polynesia,Blue shrimp,"Pacific, Eastern Central",Marine,USD 1000,18,36,49.5,80,200,354,366,360,420,448,457.5,97.5,105,380,369.6,346.5,320,440,792.76,470,600,1355.11,490,1033.73,1085.3,910.39,867.31,1202.96,1447.15,1674.84,1899.89
French Polynesia,Marine fishes nei,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,0,6,26.4,8.01,8,6,40,56,0,...,...,...,...,...,...,...
French Polynesia,Orbicular batfish,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,193.09,233.02,195.64,197.27
French Polynesia,Pearl oyster shells nei,"Pacific, Eastern Central",Marine,USD 1000,...,8504.67,7915.09,...,...,...,...,...,...,82135.64,118614.43,106636.28,156108.1,144069.92,136921.61,152230.05,148813.36,112069.49,121133.08,99003.92,113371.23,134040.42,126710.1,139011.62,119641.51,91995.66,83154.47,85350.56,76262.5,86479.67,96920.57
French Polynesia,Sea mussels nei,"Pacific, Eastern Central",Marine,USD 1000,1.5,5.1,3.9,1.8,1.38,4.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
French Polynesia,Sixfinger threadfin,"Pacific, Eastern Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,5,10,5,10,0,...,...,...,...,...,...,...
Gambia,Gasar cupped oyster,"Atlantic, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,10,10,10,10,10,10,10,10
Gambia,Penaeus shrimps nei,"Atlantic, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,318,468,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,250,...,...,...,...,...,...,...,...
Germany,Bastard halibut,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,...,...,...,...
Germany,Blue mussel,"Atlantic, Northeast",Marine,USD 1000,38552.15,13531.7,19460.35,16851.9,19321.25,17628.2,6678.21,14988.5,14348.91,10300.53,2796.25,6831.99,12387.7,12231.7,9932.15,12900.92,15883.52,15693.18,4551.02,21960.35,10701.19,11679.38,8709.56,20078.73,14208.52,6267.6,5467.07,39996.57,10160.69,14447.36,16909.24
Germany,"Clams, etc. nei","Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,199.68,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Germany,Common edible cockle,"Atlantic, Northeast",Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...
Germany,European seabass,"Atlantic, Northeast",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,52.5,75,300,...,337.5,187.5,112.5,112.5,0,0,0,...,...,...,...
Germany,Pacific cupped oyster,"Atlantic, Northeast",Marine,USD 1000,...,...,50,144,364,678.3,903.63,1000,1088.75,813.41,830.12,730,750,750,750,850,850,850,723.69,865.37,951.13,953.01,971.87,1060.87,1139.11,1078.03,955.36,1001.81,925.61,956.27,956.77
Germany,Rainbow trout,"Atlantic, Northeast",Brackishwater,USD 1000,1713,1953,2109,2358,2358,2020.64,2280.98,60.75,69.43,590.09,401.47,227.03,78.66,67.81,59.66,64.57,89.64,77.1,121.63,64.48,73.23,104.64,87.9,95.94,80.94,53.62,51.09,108.53,123.8,93.79,93.02
Germany,Turbot,"Atlantic, Northeast",Marine,USD 1000,...,...,...,...,...,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,9.46,...,274.34,321.64,283.8,283.8,0,0,0,...,...,...,...
Ghana,Giant tiger prawn,"Atlantic, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.82
Greece,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,1650,2700,600,1350,1581.75,510,935,1500
Greece,Common dentex,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.91,877.94,8.93,...
Greece,Common pandora,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81,31.52,110.58,544.11,1395.24,1741.57,1261.55,1398.46,898.04,327.59,133.09,0.4,54.33,226.45,127.48
Greece,Common sole,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25.8,7.37,54.64,24.36
Greece,European eel,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,0,0,0,0,0,0,0,0,0,2510,1036.15,695.89,466.32,355.36,322.23,381.35,809.01,557.68,575.4,1384.04,1196.84,1267.87,1152.35,1078.45,531.29,983.68,506.97,411.45,328.46
Greece,European eel,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,420,239.95,208.77,200.87,284.29,0,8.11,0,6.56,840.97,12.58,12.73,125.22,32.23,0,0,23.18,...,...,...
Greece,European flat oyster,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,4.12,128,30.37,52.88,44.51,4.25,118.84,151.03,50.2,58.03,83.3,14.95,17.7,122.4,138.34,37.61,517.62,5.84,2.76,2.51,...
Greece,European seabass,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,110.79,254.45,591.65,15854.88,12008,13431,10000,...,210,483.22,337.25,256.64,372.81,560.25,714.16,364.72,515.83,441.99,674.21,863.84,444.09,835.93,1162.43,910.25,1018.87,604.48,540.15,475.39
Greece,European seabass,Mediterranean and Black Sea,Marine,USD 1000,280,450,707.95,664.74,1145.02,3845.71,13015.2,36062,79864.5,63450,51344.18,71332.5,88965.84,106408.35,118241.65,133470.22,110874.2,114561.66,89348.88,147846.94,143715.39,169022.73,187629.83,213950.75,236648.17,200776.58,230700.19,263115.75,250821.72,237438.83,229288.14
Greece,Flathead grey mullet,Mediterranean and Black Sea,Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,1560,2244.43,1665.6,1874.06,1409.93,1507.11,1683.3,796.64,1488.66,1514.34,1242.27,2031.7,1797.01,1740.3,1213.41,939.97,1233.68,664.92,692.23,2020.15
Greece,Flathead grey mullet,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,212,290.46,188.25,109.98,81.2,53.4,98.57,153.2,171.94,149.2,372.23,628.14,996.97,620.18,358.79,288.73,65.5,44.46,75.31,...
Greece,Freshwater fishes nei,Mediterranean and Black Sea,Brackishwater,USD 1000,...,0,0,0,0,0,0,0,0,0,0,178.6,1715,656.1,210.25,1186.4,631.74,898.28,457.58,1911.28,1241.31,868.79,794.68,944.78,...,...,...,...,...,...,...
Greece,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,USD 1000,0,15,78.66,265.9,1243.97,1922.86,13170,8272,9207,8036,...,392,736.43,632.92,672.79,892.17,957.93,857.57,876.37,938.44,979.72,1200.91,1567.5,1675.23,3263.67,2896.05,3085.03,2927.77,1481.31,1612.91,1303.7
Greece,Gilthead seabream,Mediterranean and Black Sea,Marine,USD 1000,16,37.5,157.32,598.27,2176.94,5324.83,10800,24832,54746,50881.6,49275.2,65317,120240.09,113514.96,128875.34,150901.75,153057.88,159961.8,128512.68,168742.92,184988.73,217200.77,225622.19,267778.56,251113.52,302093.3,301969.22,349493.72,283363.22,302488.16,316552.1
Greece,Kuruma prawn,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,61.8,0,16.62,58.67,32.49,0,0,0,52.56,64.7,0,148.25,134.35,90.46,...,...,...,14.99,...,...,0.73
Greece,Marine fishes nei,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,794.14,606.45,848,488.76,377.56,582.01,711.16
Greece,Marine fishes nei,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,195,1638.59,4747.74,5439.78,12303.98,7326.84,5420.88,3880.8,4411.79,6682.88,8085.73,11809.01,12270.34,13968.19,12726.29,18553.16,298.34,236.13,...,...
Greece,Meagre,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3767.19,2377,2528.44,5220.07
Greece,Mediterranean mussel,Mediterranean and Black Sea,Marine,USD 1000,130,130,148.03,449.07,1321.72,1755,3491.01,5851.76,9275.75,8027.69,5883.71,5422,4743.88,4335.28,5902.37,16172.92,6682.63,8930.58,8716.8,11012.05,14313.41,12979.82,14213.46,12159.73,12408.32,15587.52,11321.06,9425.51,7687.96,9159.24,8444.08
Greece,Mediterranean shore crab,Mediterranean and Black Sea,Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.59,25.4,20.14,...
Greece,Red porgy,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,296,1017.64,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2858.99,4873.64,4833.76,6252.53
Greece,Sciaenas nei,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56.2,35.1,16.26,27.99
Greece,Sharpsnout seabream,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1580.7,2347.13,1829.59,3702.42
Greece,Shi drum,Mediterranean and Black Sea,Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7487.25,3625.29,2497.45,3637.33
Greece,Venus clams nei,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,46.23,82.63,120.58,176.07,61.25,24.21,54.8,40.14,45.81,70.12,81.97,94.17,10.42,10.6,10.03,7.83,7.96,1.12,1.35,...
Greece,White seabream,Mediterranean and Black Sea,Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,6.26,0,0,0,0,0,0,6.1,14.67,24.1,48.27,37.61,17.25,11.4,11.88,11.36,13.93
Greece,White seabream,Mediterranean and Black Sea,Marine,USD 1000,0,0,0,0,0,0,0,0,0,0,0,7,736.54,7.26,231.63,557.94,367.81,347.68,340.48,462.55,990.29,372.36,263.99,184.73,541.59,571.05,1001.8,171.8,42.64,7.09,72.16
Guadeloupe,Red drum,"Atlantic, Western Central",Marine,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12.71,21.09,27.96,57.4,0,23.88,16.7,15.43,15.94,119.6
Guam,Banana prawn,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,6,60,120,120,110,121,121,121,137.5,150,150,150,...,...,...,...,0,...,...,...,...,...,...,...
Guam,Milkfish,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,280,280,280,280,280,280,280,245,217.5,217.5,217.5,217.5
Guam,Mullets nei,"Pacific, Western Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,2.5,0,0,10,12.5,12.5,12.5,12.5,17.5,17.85,17.85,17.85,...,...,...,...,0,...,...,...,...,...,...,...
Guam,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287.5,287.5,287.5,184.8,345,345,294,312,181.5,181.5,165,165
Guatemala,Anadara clams nei,"Pacific, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.75,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Guatemala,Freshwater fishes nei,"America, North - Inland waters",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Guatemala,Mozambique tilapia,"Pacific, Eastern Central",Brackishwater,USD 1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,885.5,1274,1328,1328,1328,...,...,...,...,...,...,...,...,...,...,...
Guatemala,Penaeus shrimps nei,"Pacific, Eastern Central",Brackishwater,USD 1000,218.4,2784,3262.5,3451.5,5102.5,3503.5,4362,2950,3410,16440,19998,16500,8400,13292.5,9390.8,9821,10369.4,15000,21600,...,...,...,...,...,...,...,...,...,...,...,...
Guatemala,Sea mussels nei,"Pacific, Eastern Central",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,12.84,19,20.3,24.6,28.7,52.5,33.25,38.4,38.4,38.4,...,...,...,...,...,...,...,...,...,...,...
Guatemala,Tilapias nei,"America, North - Inland waters",Brackishwater,USD 1000,0,0,0,0,0,0,0,0,0,0,0,0,1050,...,...,291.5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
