"","country","species","native","fishmeal","intensity","hatchery","habitat","waste"
"793","Spain","Gilthead seabream",1,0.1,0.1,0.3,0.3,0.1
"794","Spain","Gilthead seabream",1,0.1,0.1,0.3,0.3,0.1
"795","Spain","Gilthead seabream",1,0.1,0.1,0.3,0.3,0.1
"796","Spain","Great Atlantic scallop",NA,NA,NA,NA,NA,NA
"797","Spain","Greater amberjack",NA,NA,NA,NA,NA,NA
"798","Spain","Green crab",NA,NA,NA,NA,NA,NA
"799","Spain","Grooved carpet shell",NA,NA,NA,NA,NA,NA
"800","Spain","Grooved carpet shell",NA,NA,NA,NA,NA,NA
"801","Spain","Groundfishes nei",NA,NA,NA,NA,NA,NA
"802","Spain","Japanese carpet shell",NA,NA,NA,NA,NA,NA
"803","Spain","Japanese carpet shell",NA,NA,NA,NA,NA,NA
"804","Spain","Kuruma prawn",0.1,0.3,0.5,0.5,0.5,0.7
"805","Spain","Kuruma prawn",0.1,0.3,0.5,0.5,0.5,0.7
"806","Spain","Mackerels nei",NA,NA,NA,NA,NA,NA
"807","Spain","Marine fishes nei",NA,NA,NA,NA,NA,NA
"808","Spain","Marine molluscs nei",NA,NA,NA,NA,NA,NA
"809","Spain","Marine molluscs nei",NA,NA,NA,NA,NA,NA
"810","Spain","Meagre",NA,NA,NA,NA,NA,NA
"811","Spain","Meagre",NA,NA,NA,NA,NA,NA
"812","Spain","Mullets nei",NA,NA,NA,NA,NA,NA
"813","Spain","Octopuses nei",NA,NA,NA,NA,NA,NA
"814","Spain","Octopuses nei",NA,NA,NA,NA,NA,NA
"815","Spain","Pacific cupped oyster",0.1,1,0.7,0.5,0.7,1
"816","Spain","Pacific cupped oyster",0.1,1,0.7,0.5,0.7,1
"817","Spain","Palaemonid shrimps nei",NA,NA,NA,NA,NA,NA
"818","Spain","Palinurid spiny lobsters nei",NA,NA,NA,NA,NA,NA
"819","Spain","Pollack",NA,NA,NA,NA,NA,NA
"820","Spain","Pullet carpet shell",NA,NA,NA,NA,NA,NA
"821","Spain","Queen scallop",NA,NA,NA,NA,NA,NA
"822","Spain","Rainbow trout",NA,NA,NA,NA,NA,NA
"823","Spain","Rainbow trout",NA,NA,NA,NA,NA,NA
"824","Spain","Sea belt",NA,NA,NA,NA,NA,NA
"825","Spain","Sea mussels nei",NA,NA,NA,NA,NA,NA
"826","Spain","Sea mussels nei",NA,NA,NA,NA,NA,NA
"827","Spain","Seabasses nei",NA,NA,NA,NA,NA,NA
"828","Spain","Seaweeds nei",NA,NA,NA,NA,NA,NA
"829","Spain","Senegalese sole",NA,NA,NA,NA,NA,NA
"830","Spain","Senegalese sole",NA,NA,NA,NA,NA,NA
"831","Spain","Senegalese sole",NA,NA,NA,NA,NA,NA
"832","Spain","Solen razor clams nei",NA,NA,NA,NA,NA,NA
"833","Spain","Soles nei",NA,NA,NA,NA,NA,NA
"834","Spain","Spinous spider crab",NA,NA,NA,NA,NA,NA
"835","Spain","Spotted seabass",NA,NA,NA,NA,NA,NA
"836","Spain","Striped bass, hybrid",NA,NA,NA,NA,NA,NA
"837","Spain","Striped venus",NA,NA,NA,NA,NA,NA
"838","Spain","Turbot",NA,NA,NA,NA,NA,NA
"839","Spain","Turbot",NA,NA,NA,NA,NA,NA
"840","Spain","Variegated scallop",NA,NA,NA,NA,NA,NA
"841","Spain","Variegated scallop",NA,NA,NA,NA,NA,NA
"842","Spain","Wakame",NA,NA,NA,NA,NA,NA
"843","Spain","Warty venus",NA,NA,NA,NA,NA,NA
"844","Spain","White seabream",NA,NA,NA,NA,NA,NA
"845","St. Pierre and Miquelon","Scallops nei",NA,NA,NA,NA,NA,NA
"846","St. Pierre and Miquelon","Sea mussels nei",NA,NA,NA,NA,NA,NA
"847","Sweden","Atlantic salmon",1,0.3,0.3,0.8,0.5,0.5
"848","Sweden","Blue mussel",0.7,1,0.7,0.7,0.7,0.6
"849","Sweden","European flat oyster",1,1,0.7,0.8,0.7,0.8
"850","Sweden","Rainbow trout",0.1,0.3,0.3,0.8,0.5,0.5
"851","Taiwan Province of China","Abalones nei",NA,NA,NA,NA,NA,NA
"852","Taiwan Province of China","Amberjacks nei",NA,NA,NA,NA,NA,NA
"853","Taiwan Province of China","Barramundi(=Giant seaperch)",NA,NA,NA,NA,NA,NA
"854","Taiwan Province of China","Blackhead seabream",NA,NA,NA,NA,NA,NA
"855","Taiwan Province of China","Blood cockle",NA,NA,NA,NA,NA,NA
"856","Taiwan Province of China","Clams, etc. nei",NA,NA,NA,NA,NA,NA
"857","Taiwan Province of China","Cobia",NA,NA,NA,NA,NA,NA
"858","Taiwan Province of China","Croakers, drums nei",NA,NA,NA,NA,NA,NA
"859","Taiwan Province of China","Daggertooth pike conger",NA,NA,NA,NA,NA,NA
"860","Taiwan Province of China","Diphos sanguin",NA,NA,NA,NA,NA,NA
"861","Taiwan Province of China","Flathead grey mullet",NA,NA,NA,NA,NA,NA
"862","Taiwan Province of China","Greater amberjack",NA,NA,NA,NA,NA,NA
"863","Taiwan Province of China","Groupers nei",NA,NA,NA,NA,NA,NA
"864","Taiwan Province of China","Japanese carpet shell",NA,NA,NA,NA,NA,NA
"865","Taiwan Province of China","Japanese hard clam",NA,NA,NA,NA,NA,NA
"866","Taiwan Province of China","Japanese seabream",NA,NA,NA,NA,NA,NA
"867","Taiwan Province of China","Japanese spiny lobster",NA,NA,NA,NA,NA,NA
"868","Taiwan Province of China","Kuruma prawn",NA,NA,NA,NA,NA,NA
"869","Taiwan Province of China","Laver (Nori)",NA,NA,NA,NA,NA,NA
"870","Taiwan Province of China","Malabar trevally",NA,NA,NA,NA,NA,NA
"871","Taiwan Province of China","Marine crabs nei",NA,NA,NA,NA,NA,NA
"872","Taiwan Province of China","Marine fishes nei",NA,NA,NA,NA,NA,NA
"873","Taiwan Province of China","Marine molluscs nei",NA,NA,NA,NA,NA,NA
"874","Taiwan Province of China","Mi-iuy (brown) croaker",NA,NA,NA,NA,NA,NA
"875","Taiwan Province of China","Milkfish",NA,NA,NA,NA,NA,NA
"876","Taiwan Province of China","Pacific cupped oyster",NA,NA,NA,NA,NA,NA
"877","Taiwan Province of China","Porgies, seabreams nei",NA,NA,NA,NA,NA,NA
"878","Taiwan Province of China","Silver seabream",NA,NA,NA,NA,NA,NA
"879","Taiwan Province of China","Snappers, jobfishes nei",NA,NA,NA,NA,NA,NA
"880","Taiwan Province of China","Trumpet emperor",NA,NA,NA,NA,NA,NA
"881","Taiwan Province of China","Warty gracilaria",NA,NA,NA,NA,NA,NA
"882","Taiwan Province of China","Yellowback seabream",NA,NA,NA,NA,NA,NA
"883","Tanzania, United Rep. of","Eucheuma seaweeds nei",NA,NA,NA,NA,NA,NA
"884","Thailand","Blood cockle",1,1,0.7,0.3,0.5,0.7
"885","Thailand","Blood cockle",1,1,0.7,0.3,0.5,0.7
"886","Thailand","Cupped oysters nei",0.5,1,0.7,0.5,0.6,1
"887","Thailand","Cupped oysters nei",0.5,1,0.7,0.5,0.6,1
"888","Thailand","Green mussel",NA,NA,NA,NA,NA,NA
"889","Thailand","Green mussel",NA,NA,NA,NA,NA,NA
"890","Thailand","Horse mussels nei",NA,NA,NA,NA,NA,NA
"891","Timor-Leste","Eucheuma seaweeds nei",NA,NA,NA,NA,NA,NA
"892","Tonga","Bear paw clam",NA,NA,NA,NA,NA,NA
"893","Tonga","Elongate giant clam",NA,NA,NA,NA,NA,NA
"894","Tonga","Fluted giant clam",NA,NA,NA,NA,NA,NA
"895","Tonga","Giant clam",NA,NA,NA,NA,NA,NA
"896","Tonga","Smooth giant clam",NA,NA,NA,NA,NA,NA
"897","Tunisia","Atlantic bluefin tuna",NA,NA,NA,NA,NA,NA
"898","Tunisia","Carpet shells nei",NA,NA,NA,NA,NA,NA
"899","Tunisia","Common cuttlefish",NA,NA,NA,NA,NA,NA
"900","Tunisia","Common sole",NA,NA,NA,NA,NA,NA
"901","Tunisia","Groupers nei",NA,NA,NA,NA,NA,NA
"902","Tunisia","Marine crustaceans nei",NA,NA,NA,NA,NA,NA
"903","Tunisia","Marine fishes nei",NA,NA,NA,NA,NA,NA
"904","Tunisia","Octopuses nei",NA,NA,NA,NA,NA,NA
"905","Tunisia","Sargo breams nei",NA,NA,NA,NA,NA,NA
"906","Turkey","Atlantic bluefin tuna",NA,NA,NA,NA,NA,NA
"907","Turkey","Atlantic salmon",0.1,0.3,0.3,0.8,0.5,0.5
"908","Turkey","Common dentex",NA,NA,NA,NA,NA,NA
"909","Turkey","Common two-banded seabream",NA,NA,NA,NA,NA,NA
"910","Turkey","European seabass",NA,NA,NA,NA,NA,NA
"911","Turkey","Frogs",NA,NA,NA,NA,NA,NA
"912","Turkey","Gilthead seabream",0.8,0.3,0.3,0.7,0.5,0.6
"913","Turkey","Marine fishes nei",NA,NA,NA,NA,NA,NA
"914","Turkey","Meagre",NA,NA,NA,NA,NA,NA
"915","Turkey","Mediterranean mussel",1,1,0.7,0.6,0.7,0.8
"916","Turkey","Natantian decapods nei",0.5,0.5,0.5,0.6,0.5,0.5
"917","Turkey","Pink dentex",NA,NA,NA,NA,NA,NA
"918","Turkey","Porgies, seabreams nei",NA,NA,NA,NA,NA,NA
"919","Turkey","Rainbow trout",NA,NA,NA,NA,NA,NA
"920","Turkey","Red porgy",NA,NA,NA,NA,NA,NA
"921","Turkey","Sciaenas nei",NA,NA,NA,NA,NA,NA
"922","Turkey","Sharpsnout seabream",NA,NA,NA,NA,NA,NA
"923","Turkey","Shi drum",NA,NA,NA,NA,NA,NA
"924","Turkey","Trouts nei",0.5,0.3,0.3,0.5,0.5,0.5
"925","Turks and Caicos Is.","Marine crabs nei",NA,NA,NA,NA,NA,NA
"926","Turks and Caicos Is.","Queen conch",NA,NA,NA,NA,NA,NA
"927","Tuvalu","Milkfish",NA,NA,NA,NA,NA,NA
"928","Ukraine","Flatfishes nei",0.5,0.3,0.3,0.6,0.5,0.6
"929","Ukraine","Mediterranean mussel",1,1,0.7,0.6,0.7,0.8
"930","Ukraine","Mullets nei",0.5,1,0.5,0.5,0.5,0.5
"931","Un. Sov. Soc. Rep.","Brown seaweeds",NA,NA,NA,NA,NA,NA
"932","Un. Sov. Soc. Rep.","Chum(=Keta=Dog) salmon",NA,NA,NA,NA,NA,NA
"933","Un. Sov. Soc. Rep.","Common carp",NA,NA,NA,NA,NA,NA
"934","Un. Sov. Soc. Rep.","Flatfishes nei",NA,NA,NA,NA,NA,NA
"935","Un. Sov. Soc. Rep.","Mediterranean mussel",NA,NA,NA,NA,NA,NA
"936","Un. Sov. Soc. Rep.","Mullets nei",NA,NA,NA,NA,NA,NA
"937","Un. Sov. Soc. Rep.","Salmonoids nei",NA,NA,NA,NA,NA,NA
"938","Un. Sov. Soc. Rep.","Sockeye(=Red) salmon",NA,NA,NA,NA,NA,NA
"939","Un. Sov. Soc. Rep.","Yesso scallop",NA,NA,NA,NA,NA,NA
"940","United Arab Emirates","European seabass",NA,NA,NA,NA,NA,NA
"941","United Arab Emirates","Giant tiger prawn",NA,NA,NA,NA,NA,NA
"942","United Arab Emirates","Gilthead seabream",NA,NA,NA,NA,NA,NA
"943","United Arab Emirates","Goldlined seabream",NA,NA,NA,NA,NA,NA
"944","United Arab Emirates","Greasy grouper",NA,NA,NA,NA,NA,NA
"945","United Arab Emirates","Green tiger prawn",NA,NA,NA,NA,NA,NA
"946","United Arab Emirates","Indian white prawn",NA,NA,NA,NA,NA,NA
"947","United Arab Emirates","Mullets nei",NA,NA,NA,NA,NA,NA
"948","United Arab Emirates","Sobaity seabream",NA,NA,NA,NA,NA,NA
"949","United Arab Emirates","White-spotted spinefoot",NA,NA,NA,NA,NA,NA
"950","United Kingdom","Atlantic cod",1,0.1,0.3,0.3,0.3,0.1
"951","United Kingdom","Atlantic halibut",NA,NA,NA,NA,NA,NA
"952","United Kingdom","Atlantic salmon",1,0.1,0.2,0.3,0.3,0.5
"953","United Kingdom","Blue mussel",1,1,0.9,0.8,0.8,1
"954","United Kingdom","Common edible cockle",NA,NA,NA,NA,NA,NA
"955","United Kingdom","Cupped oysters nei",0.5,1,0.7,0.6,0.8,1
"956","United Kingdom","European flat oyster",1,1,0.7,0.5,0.7,1
"957","United Kingdom","European seabass",1,0.3,0.5,0.7,0.5,0.5
"958","United Kingdom","Great Atlantic scallop",NA,NA,NA,NA,NA,NA
"959","United Kingdom","Grooved carpet shell",NA,NA,NA,NA,NA,NA
"960","United Kingdom","Haddock",NA,NA,NA,NA,NA,NA
"961","United Kingdom","Japanese carpet shell",NA,NA,NA,NA,NA,NA
"962","United Kingdom","Mediterranean mussel",NA,NA,NA,NA,NA,NA
"963","United Kingdom","Northern quahog(=Hard clam)",NA,NA,NA,NA,NA,NA
"964","United Kingdom","Pacific cupped oyster",0.1,1,0.7,0.5,0.7,1
"965","United Kingdom","Queen scallop",NA,NA,NA,NA,NA,NA
"966","United Kingdom","Rainbow trout",NA,NA,NA,NA,NA,NA
"967","United Kingdom","Sea trout",NA,NA,NA,NA,NA,NA
"968","United Kingdom","Turbot",NA,NA,NA,NA,NA,NA
"969","United States of America","Abalones nei",NA,NA,NA,NA,NA,NA
"970","United States of America","American cupped oyster",NA,NA,NA,NA,NA,NA
"971","United States of America","Atlantic salmon",NA,NA,NA,NA,NA,NA
"972","United States of America","Blue mussel",NA,NA,NA,NA,NA,NA
"973","United States of America","Butter clam",NA,NA,NA,NA,NA,NA
"974","United States of America","Chinook(=Spring=King) salmon",NA,NA,NA,NA,NA,NA
"975","United States of America","Clams, etc. nei",NA,NA,NA,NA,NA,NA
"976","United States of America","Cockles nei",NA,NA,NA,NA,NA,NA
"977","United States of America","Coho(=Silver) salmon",NA,NA,NA,NA,NA,NA
"978","United States of America","Cupped oysters nei",NA,NA,NA,NA,NA,NA
"979","United States of America","European flat oyster",NA,NA,NA,NA,NA,NA
"980","United States of America","Flat oysters nei",NA,NA,NA,NA,NA,NA
"981","United States of America","Japanese carpet shell",NA,NA,NA,NA,NA,NA
"982","United States of America","Longfin yellowtail",NA,NA,NA,NA,NA,NA
"983","United States of America","Marine fishes nei",NA,NA,NA,NA,NA,NA
"984","United States of America","Marine molluscs nei",NA,NA,NA,NA,NA,NA
"985","United States of America","Northern quahog(=Hard clam)",NA,NA,NA,NA,NA,NA
"986","United States of America","Northern white shrimp",NA,NA,NA,NA,NA,NA
"987","United States of America","Olympia oyster",NA,NA,NA,NA,NA,NA
"988","United States of America","Pacific cupped oyster",NA,NA,NA,NA,NA,NA
"989","United States of America","Pacific geoduck",NA,NA,NA,NA,NA,NA
"990","United States of America","Pacific horse clam",NA,NA,NA,NA,NA,NA
"991","United States of America","Pacific littleneck clam",NA,NA,NA,NA,NA,NA
"992","United States of America","Rainbow trout",NA,NA,NA,NA,NA,NA
"993","United States of America","Red drum",NA,NA,NA,NA,NA,NA
"994","United States of America","Sand gaper",NA,NA,NA,NA,NA,NA
"995","United States of America","Scallops nei",NA,NA,NA,NA,NA,NA
"996","United States of America","Whiteleg shrimp",NA,NA,NA,NA,NA,NA
"997","Venezuela, Boliv Rep of","Atlantic spadefish",NA,NA,NA,NA,NA,NA
"998","Venezuela, Boliv Rep of","Blue shrimp",NA,NA,NA,NA,NA,NA
"999","Venezuela, Boliv Rep of","Elkhorn sea moss",NA,NA,NA,NA,NA,NA
"1000","Venezuela, Boliv Rep of","Giant river prawn",NA,NA,NA,NA,NA,NA
"1001","Venezuela, Boliv Rep of","South American rock mussel",NA,NA,NA,NA,NA,NA
"1002","Venezuela, Boliv Rep of","Spiny eucheuma",NA,NA,NA,NA,NA,NA
"1003","Viet Nam","Cobia",NA,NA,NA,NA,NA,NA
"1004","Viet Nam","Elkhorn sea moss",NA,NA,NA,NA,NA,NA
"1005","Viet Nam","Gracilaria seaweeds",1,1,1,0.5,0.7,1
"1006","Viet Nam","Marine fishes nei",NA,NA,NA,NA,NA,NA
"1007","Viet Nam","Marine molluscs nei",NA,NA,NA,NA,NA,NA
"1008","Viet Nam","Tropical spiny lobsters nei",NA,NA,NA,NA,NA,NA
"1009","Yugoslavia SFR","European flat oyster",NA,NA,NA,NA,NA,NA
"1010","Yugoslavia SFR","European seabass",NA,NA,NA,NA,NA,NA
"1011","Yugoslavia SFR","Gilthead seabream",NA,NA,NA,NA,NA,NA
"1012","Yugoslavia SFR","Mediterranean mussel",NA,NA,NA,NA,NA,NA
"1013","Zanzibar","Elkhorn sea moss",NA,NA,NA,NA,NA,NA
"1014","Zanzibar","Spiny eucheuma",NA,NA,NA,NA,NA,NA
"1015","Tunisia","European eel",NA,NA,NA,NA,NA,NA
