"","country","year","Q.balance","UV.balance","energy_adequacy","gdp","polyunsatFA_percentseafood","calories_percentseafood","protein_percentseafood","vitaminA_percentseafood","thiamin_percentseafood","niacin_percentseafood","riboflavin_percentseafood","B6_percentseafood","iron_percentseafood","calcium_percentseafood","zinc_percentseafood","native","fishmeal","habitat","spp_farmed","prod_ratio","vitamins_all","trade","fs","nutrition","ecol"
"21","Cabo Verde",2011,0.604451636347351,0.925671897759161,0.373134328358209,0.0414298694459863,0.035804753993616,0.0568294652385176,0.104238684272458,0.0383002334085072,0.0964065522869236,0.168642375877896,0.0518948344839219,0.0796232529493408,0.097013853235052,0.0971846109036052,0.0798501688259454,NA,NA,NA,NA,NA,0.088614485246399,NA,0.207282098902098,0.0823444350432531,NA
"22","Cambodia",2011,0.977950170115776,0.880737840270339,0.298507462686567,0.0152179433304644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,0.222222222222222,0,0.318181818181818,0.631174142747662,NA,0.829954051044592,0.156862703008516,NA,0.222222222222222
"23","Cameroon",2011,0.820900524146424,0.849890123850191,0.388059701492537,0.0149617641308671,0.0666392860075923,0.0720573476559476,0.13519544364263,0.0246647758560257,0.11329085649846,0.209272352639598,0.0914725685694136,0.0857038822341802,0.135863318637407,0.104556035230032,0.0637672844378072,NA,NA,NA,0.0795454545454545,0.36127101815575,0.103573884262866,0.677353888717455,0.201510732811702,0.10022574103719,NA
"24","Canada",2011,0.941410663871088,0.87011604763934,0.701492537313433,0.306743130914313,0.0170018105258013,0.0522315774240922,0.0886701221939319,0.0347251062889132,0.0521490510263418,0.0659768299290042,0.0329356730212836,0.071612626758544,0.152382596550139,0.0239229032546361,0.181983855040994,0.488888888888889,0.344444444444444,0.544117647058824,0.181818181818182,0.65881512048152,0.076961080233732,0.823447277330649,0.504117834113873,0.0703265592739711,0.459150326797386
"25","Cayman Islands",2011,0.734189382083518,0.965759990713022,NA,0.369175200355355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Chile",2011,0.941294317366765,0.827217116443584,0.507462686567164,0.147182440788523,0.0223158823116863,0.0430477906094915,0.0660890673371805,0.00523393334664194,0.0285307314505153,0.0442545668933076,0.031971405374419,0.0853310729586814,0.055157509445792,0.0258228807562978,0.0480589033074161,0.233333333333333,0.244444444444444,0.323529411764706,0.25,0.690457831034508,0.0405451254416339,0.819656421614952,0.327322563677843,0.0414376130719481,0.267102396514161
"27","China",2011,0.934254150336239,0.993641008977581,0.537313432835821,0.0741646273454067,0.0174218468570013,0.0546839240434046,0.0768692401096325,0.0262391548175505,0.0231099594812503,0.0392671257612082,0.0622121738256908,0.0323971115669704,0.378349508293365,0.142194516355623,0.231713183764172,0.177777777777778,0.988888888888889,0.617647058823529,1,0.874307654950383,0.116935341733229,0.934067604754734,0.305739030090614,0.098587067715988,0.594771241830065
"28","Hong Kong",2011,0.830612263525949,0.415321738145493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Macao",2011,0.980206249124393,0.914115764982689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Colombia",2011,0.984072168463381,0.823198190004136,0.402985074626866,0.0814934498274536,0.0114630311861143,0.0194741969857551,0.0388364151629029,0.000137462267061862,0.017299682927849,0.0246559043317104,0.0138564616840259,0.0436111902830354,0.0219328604217434,0.00841565025873089,0.0207405439505652,1,0.222222222222222,0.294117647058824,0.25,0.622801707660463,0.0188312195155903,0.81002402204266,0.24223926222716,0.020038490859954,0.505446623093682
"31","Comoros",2011,0.569469540269973,0.588752137998616,NA,0.00547339593993422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Congo",2011,0.994171902227724,0.728525566803621,0.149253731343284,0.0375677058403614,0.108882868730257,0.0855807554944913,0.191258616003669,0.0182821787389037,0.224349655352826,0.226260648049948,0.0996564026439396,0.144063171342988,0.124432119744115,0.204102377983554,0.15612784833709,NA,NA,NA,0.0113636363636364,0.255841264457101,0.14965930027417,0.659512911162815,0.0934107185918225,0.143908785674707,NA
"33","Democratic Republic of the Congo",2011,0.814905655917558,0.927586421964939,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Cook Islands",2011,0.937061621640436,0.929704198968846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,0.169679637776009,NA,0.678815152795097,NA,NA,NA
"35","Costa Rica",2011,0.903817944374565,0.899063417540001,0.447761194029851,0.0932956704966206,0.0107477270039656,0.0201411572120944,0.0375819929816493,0.00066729755589788,0.0168053598527177,0.0174435804365452,0.0129023202378088,0.0390391101139128,0.0319698016338205,0.0102542143461975,0.0316443435292015,1,0.222222222222222,0.294117647058824,0.147727272727273,0.798112755626051,0.0200907534632627,0.866998039180205,0.270528432263236,0.0208360822639828,0.505446623093682
"36","Croatia",2011,0.915136350804339,0.690555028525026,0.522388059701492,0.149468577973233,0.0430666960558796,0.0747941791990217,0.118746595979102,0.0714387162995962,0.135719985217031,0.193957709333527,0.0643582626660901,0.140299564102562,0.250363258025078,0.0227341571612283,0.152386965358876,NA,NA,NA,0.261363636363636,0.656809549029335,0.128907327270499,0.754166976119566,0.335928318837363,0.115260553581636,NA
"37","Cuba",2011,0.835782221664924,0.819273797836578,0.641791044776119,0.13713602141718,0.00572644202590653,0.0100170178597315,0.0191359167561196,0.00303842477301134,0.0121773817882902,0.0109508895651578,0.00905749847307203,0.0156127650029342,0.0121534490581912,0.0058682294548532,0.0128678072172556,NA,NA,NA,0.136363636363636,0.78902191321081,0.0102158056665957,0.814692644237437,0.38946353309665,0.0106005292704112,NA
"38","Curaçcao",2011,0.960868707571814,0.460852046348881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Cyprus",2011,0.956683960608255,0.722234392135428,0.238805970149254,0.242441402753402,0.0187901919498149,0.0538461443508361,0.0833447897484977,0.0486178060046013,0.0854880923439301,0.0987434107178231,0.0402919127258295,0.0933811341672851,0.142043947943122,0.0214141981421367,0.13954813604813,NA,NA,NA,0.159090909090909,0.891670032007255,0.0836910797616072,0.856862794916979,0.240623686451328,0.0750463421947278,NA
"40","Denmark",2011,0.895976116147449,0.730689979700642,0.671641791044776,0.319826996643453,0.0535318213372669,0.0695146875572121,0.0883810078541707,0.0317906260011053,0.134704506259648,0.172087145429139,0.0494467436917526,0.121845633971653,0.175274662069339,0.0113704763315211,0.121689492631886,1,0.255555555555556,0.735294117647059,0.261363636363636,0.559580658148638,0.102276160798255,0.72874891799891,0.495734393844115,0.0936033457395176,0.663616557734205
"41","Djibouti",2011,0.828218388523102,0.803807312824791,0.26865671641791,0.0162239335791755,0.0098462212470347,0.00893203862481435,0.0189441316661433,0.00193477232548599,0.0185416513636076,0.043025186674636,0.0132802154386847,0.0204327291693313,0.00841842952198444,0.0267700392926369,0.00573771787330405,NA,NA,NA,NA,NA,0.0172675927074589,NA,0.142440324998543,0.0159875575634239,NA
"42","Dominica",2011,0.950596663236102,0.169771711140906,NA,0.0717024605937215,0.114904184866043,0.125123246785987,0.209139201665523,0.0161369014210123,0.0804448062023968,0.110716902058523,0.0703122175840394,0.179809575463579,0.118670292030703,0.041926487575672,0.14103006649498,NA,NA,NA,0.0227272727272727,0.429101507070899,0.0948809061038633,0.516489960482636,NA,0.10983762564986,NA
"43","Dominican Republic",2011,0.93787038198942,0.84318491134689,0.283582089552239,0.0805878338850175,0.0117153243341013,0.0325196417444695,0.067614067810693,0.00125708940447749,0.0356368539715345,0.0347603860589963,0.0276199654547442,0.0538748702814304,0.0475578590433111,0.0240901734116478,0.0454944124722141,NA,NA,NA,0.25,0.6447162371569,0.0337864512622945,0.808590510164403,0.182084961718628,0.0347400585443291,NA
"44","Ecuador",2011,0.973032534961244,0.991579164829094,0.328358208955224,0.0697369219395013,0.0113718872443985,0.0246282879978323,0.0424901788004565,0.000176218148524237,0.0324985558571098,0.025913609880371,0.0140245406380504,0.0367734608881162,0.0311380604139894,0.0117968156607074,0.043174424647862,0.988888888888889,0.222222222222222,0,0.170454545454545,0.749988154835816,0.0244369607668413,0.904866618208718,0.199047565447363,0.0249078218343107,0.403703703703704
"45","Egypt",2011,0.98710209544794,0.561133744600627,0.940298507462687,0.0708170693249379,0.0258871849672962,0.028614484188707,0.0502552582189976,0.0326421835509309,0.052986115530967,0.0539517799086572,0.0371975481797837,0.053153920248713,0.0272031923757158,0.0138463502091581,0.0600166318093913,0.955555555555555,0.211111111111111,0.573529411764706,0.170454545454545,0.861087880861335,0.0413747152266646,0.803107906969967,0.505557788393812,0.0396140590171198,0.580065359477124
"46","El Salvador",2011,0.932587211031293,0.875169112851036,0.373134328358209,0.0522800323295154,0.0110490622624745,0.0228053625813956,0.0447237669687753,0.00255787606530381,0.0232415098662133,0.0245032862901591,0.0167225378456003,0.0289742980186891,0.0204300016208429,0.0108775186818053,0.0258606798147579,NA,NA,NA,0.113636363636364,0.604104008086741,0.0191459635254215,0.80395344398969,0.212707180343862,0.0210678090923652,NA
"47","Equatorial Guinea",2011,0.839231768792535,0.769817587748187,NA,0.270693773721857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227272727272727,0.31827966302262,NA,0.642443006521114,NA,NA,NA
"48","Eritrea",2011,0.984266288237837,0.75982870821319,NA,0.0059483012397725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113636363636364,0,NA,0.581364998817009,NA,NA,NA
"49","Estonia",2011,0.999782954564056,0.872940944162201,0.597014925373134,0.174814588431637,0.0258984896054635,0.0347213984726927,0.0529447451535364,0.0138359465717716,0.050802607204305,0.0609355790976562,0.022759906485488,0.0522642111204038,0.0577851883588576,0.0074954683710761,0.0569860308860601,NA,NA,NA,0.147727272727273,0.380519349894302,0.0403581172619523,0.751081082873519,0.385914756902385,0.0396754155752101,NA
"50","Falkland Islands",2011,0.43552224242597,0.494415191741904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Faroe Islands",2011,0.903443940115864,0.852913075228692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.222222222222222,0.294117647058824,0.0113636363636364,0.652565641272327,NA,0.802974218872294,NA,NA,0.505446623093682
"52","Fiji",2011,0.987340745785866,0.775986529557683,0.522388059701492,0.0514583113296375,0.153117566832755,0.172699655565932,0.282831819689828,0.203400609385369,0.296415269164994,0.400556410722494,0.303181676969353,0.32862285249811,0.183839543978607,0.11765599664353,0.189295518222626,NA,NA,NA,NA,NA,0.252870984698135,NA,0.286923185515565,0.239237901788509,NA
"53","Finland",2011,0.94021300660846,0.724678807761639,0.597014925373134,0.296885475163726,0.0814700272533336,0.101342791160656,0.122355789544877,0.0462434995940866,0.161374267999962,0.218026075800192,0.0811270341114915,0.163532686121823,0.229041715405131,0.0170209136870308,0.141677581049391,1,0.222222222222222,0.294117647058824,0.0454545454545455,0.588410820189362,0.132255471721139,0.751100878186487,0.44695020026843,0.123928398338907,0.505446623093682
"54","France",2011,0.980113407849368,0.960060707430892,0.805970149253731,0.274967172358414,0.0340105755625355,0.0896847853272606,0.130009246000944,0.0533616712301515,0.134835249339395,0.152052837171785,0.0685642078741314,0.130107155355132,0.47784094125433,0.0272301731750747,0.260344433213667,0.311111111111111,0.977777777777778,0.676470588235294,0.647727272727273,0.716175147964124,0.163042083576708,0.885449754414795,0.540468660806073,0.141640115954946,0.655119825708061
"55","French Guiana",2011,0.907658455584127,0.684617906529889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0568181818181818,0.260352897188712,NA,0.617543086434243,NA,NA,NA
"56","French Polynesia",2011,0.862290974974715,0.952614902606207,NA,NA,0.104040887742467,0.227989217642617,0.328709212831397,0.221632229865784,0.390811712194358,0.370056582205058,0.279139581219674,0.374884294344496,0.479947127786228,0.198807252028106,0.437049921010954,NA,NA,NA,0.102272727272727,0.674614025101582,0.344041087581832,0.829839967560835,NA,0.310278910806467,NA
"57","Gabon",2011,0.771763117648933,0.719913036875438,0.507462686567164,0.123472381710004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227272727272727,0.358162971608106,NA,0.616613042044159,0.315467534138584,NA,NA
"58","Gambia",2011,0.838643739637613,0.92076821702018,0.582089552238806,0.00685691343015709,0.0753482359868787,0.108489747762957,0.247121636386007,0.0249398941695567,0.301701049610813,0.4088026621754,0.181500848780649,0.211277892145343,0.13892968726089,0.386283012249109,0.141284600911829,NA,NA,NA,0.0454545454545455,0.244035033613038,0.224339955912949,0.667815663423611,0.294473232834482,0.20233447885813,NA
"59","Georgia",2011,0.882201843299189,0.857705207336393,0.328358208955224,0.0427369826135222,0.0286064034859614,0.0371522531555988,0.046697159342609,0.0623229999212892,0.033271772610457,0.0468556825714813,0.0345893629922523,0.0390354979380218,0.0397300756750633,0.0124600192998226,0.0299897620378816,NA,NA,NA,0.0681818181818182,0.505005522428585,0.0372818966307836,0.748304191021389,0.185547595784373,0.0373373626391307,NA
