country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Greece,2011,221627,122615,974476,463188,1.80750316,2.103845523,1.163951228,138,NA,2.55,599,26582.6,112,63,,14.3,52,11.1,,NA,153,50.4,17.6,3884.5403,115.371,175.1819,907.5957,1492.675,16.277,13.3507,1.9436,3.0917,21.8436,2.3812,453.7422,29.9257,5.0691,10.6725,1.4034,0.91479,2.3899,20.44969,1.0313,1.4895,0.26958,0.19668,0.33514,3.3222,0.075473,0.37623,0.028215,0.010564,0.026677,0.517159,1.0138,2.457,0.40934,0.076233,0.72252,4.678893,1.0138,1.6892,0.29238,0.50096,0.86146,4.3578,0.01915,0.078316,0.0067248,0.0064253,0.10977,0.2203861,0.023656,0.050675,0.0070172,0.038552,0.044462,0.1643622,0.0031541,0.0076781,0.0011111,0.00051185,0.00072252,0.01317767,0.003661,0.012285,0.0013888,0.00046829,0.0027789,0.02058199,0.12391,0.46836,0.042396,0.027226,0.029178,0.69107,0.014644,0.030712,0.0043858,0.0016336,0.0013895,0.0527649,0.023768,0.0873,0.0070611,0.0032236,0.0053355,0.1266882,0.005264378,0.028795798,0.002952126,0.005155261,0.002919457,0.013539725,0.01231113,0.006780032,0.006657176,0.031637184,0.022158953,0.004233425,10,3.9,1.9,2.7,2.7,3.9,1.9,3.9,4.2,5,5,6.6,1
Greenland,2011,167537,500036,439225,1272411,0.335049876,0.345191137,1.030267914,NA,NA,NA,22,NA,NA,NA,,NA,NA,0.1,,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,2011,274100,32037,292445,124550,8.555732434,2.348012846,0.274437386,NA,NA,3.29,NA,11221.4,NA,NA,,NA,NA,0.1,,NA,NA,NA,5.5,2408.8593,64.2921,90.707,368.4729,278.2815,15.6457,7.4202,1.8181,1.4326,22.1559,1.5639,283.4006,15.9777,9.5104,42.2632,3.678,0.22438,0.016258,55.692238,1.9348,5.8986,0.70648,0.048242,0.0022798,8.5904018,0.1416,1.4899,0.073943,0.0025911,0.00018148,1.70821558,1.9021,9.7297,1.0727,0.018699,0.0049151,12.7281141,1.9021,6.6891,0.76625,0.12288,0.0058603,9.4861903,0.035928,0.31013,0.017624,0.001576,0.00074671,0.36600471,0.044382,0.20067,0.01839,0.0094562,0.00030247,0.27320067,0.0059176,0.030405,0.0029117,0.00012555,4.92E-06,0.039364765,0.0068686,0.048648,0.0036397,0.00011486,1.89E-05,0.059290064,0.23248,1.8547,0.11111,0.0066781,0.00019849,2.20516659,0.027475,0.12162,0.011494,0.00040068,9.45E-06,0.160999132,0.044593,0.34571,0.018505,0.00079068,3.63E-05,0.409634976,0.023119755,0.1336152,0.018832235,0.034542877,0.034088469,0.02339331,0.036818505,0.021651595,0.041386335,0.099529542,0.102947204,0.025637919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guadeloupe,2011,52182,77331,248899,269908,0.674787601,0.922162366,1.366596488,NA,NA,NA,155,NA,NA,NA,,NA,NA,0.5,,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guam,2011,25,9,3,71,2.777777778,0.042253521,0.015211268,NA,NA,NA,57,NA,NA,NA,,NA,NA,0.2,,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,2011,39958,80025,305181,522107,0.499318963,0.584518116,1.170630718,118,94,6.47,258,6798.8,64,18,14.8,8.3,35,14.3,2.1,2459,57,26.4,8.4,2527.8026,63.2436,56.4395,2965.6509,487.6775,28.3422,11.5796,2.156,1.5005,20.2565,2.4724,531.7873,20.4056,0.01864,0.80227,0.087614,0.086199,0.064024,1.058747,0.0038104,0.14739,0.019055,0.017877,0.010738,0.1988704,0.00023945,0.022792,0.0014115,0.0010993,0.0013535,0.02689575,0.0020822,0,0.030247,0,0.0038564,0.0361856,0.0054137,0.19753,0.015123,0.060616,0.068811,0.3474937,0.00022904,0.0075973,0.001109,0.0011301,0.0022685,0.01233394,0.00010411,0.0037986,0.00030247,0.0018493,0.0012855,0.00733998,1.67E-05,0.00037986,8.07E-05,0.00013356,3.78E-05,0.000648544,2.19E-05,0.0008357,5.04E-05,6.16E-05,0.00014367,0.001113288,0.00052055,0.025831,0.0022181,0.0019521,0.0013611,0.03188285,5.98E-05,0.0030389,0.00030247,0.00015411,3.78E-05,0.003593047,7.29E-05,0.0058499,0.00040329,0.00030822,0.00062762,0.007261907,0.000418841,0.003144514,0.000476541,1.22E-05,0.000712548,0.000435179,0.000633872,0.000300809,0.000741945,0.001573957,0.001453263,0.000355878,5,5,1,3,3,5,1,5,5,1,1,3,5
Guinea,2011,34343,38590,461406,58770,0.889945582,7.851046452,8.821939918,116,129,9.66,168,1183.9,54,9,18.3,8.2,11,10.9,2,2548,60,24.4,2.1,2492.6251,45.063,59.4899,1246.2776,299.2509,16.5491,7.2391,1.0494,0.7922,14.5934,1.6124,340.9647,12.5295,2.2477,7.4001,1.6091,0,0,11.2569,0.52359,1.3169,0.34864,0,0,2.18913,0.026444,0.25119,0.013409,0,0,0.291043,0.18511,1.2899,0.45256,0,0,1.92757,4.6806,1.9009,0.87161,0,0,7.45311,0.0052888,0.074679,0.051961,0,0,0.1319288,0.023535,0.034624,0.007878,0,0,0.066037,0.0021155,0.0081468,0.0012571,0,0,0.0115194,0.00079332,0.0095047,0.0014666,0,0,0.01176462,0.089909,0.63817,0.049246,0,0,0.777325,0.008462,0.027156,0.0050285,0,0,0.0406465,0.011159,0.07787,0.0077774,0,0,0.0968064,0.004516082,0.048579322,0.004892309,0.001546662,0.02490589,0.007971962,0.009122267,0.01097713,0.014850568,0.053265517,0.025208695,0.007726278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2011,10791,17837,71033,100332,0.604978416,0.707979508,1.170255814,105,159,NA,185,1413.9,43,9,23,NA,49,1.6,0.4,2316,61,14.7,6.6,2400.0032,42.9944,70.8797,993.4139,243.7077,15.1878,7.7755,1.0304,0.72721,11.9531,1.4702,411.1362,13.1199,0.57521,0.58143,0.012099,0.066301,0,1.23504,0.13399,0.10347,0.0026214,0.0049041,0,0.2449855,0.0067671,0.019737,0.00010082,0.00016438,0,0.0267693,0.04737,0.10135,0.0034027,0.0043836,0,0.1565063,1.1978,0.14936,0.0065534,0.2111,0,1.5648134,0.0013534,0.0058677,0.00039068,0.00043836,0,0.00805014,0.0060227,0.0027205,5.92E-05,0.00096986,0,0.009772293,0.00054137,0.00064011,9.45E-06,1.29E-05,0,0.001203809,0.00020301,0.00074679,1.10E-05,1.10E-05,0,0.000971786,0.023008,0.050142,0.00037027,0.00060493,0,0.0741252,0.0021655,0.0021337,3.78E-05,4.11E-05,0,0.004378104,0.0028557,0.0061184,5.85E-05,8.68E-05,0,0.009119426,0.000514599,0.005698079,0.000377672,0.000157544,0.006420862,0.00053004,0.001256806,0.001168293,0.001336321,0.006201337,0.002977897,0.000695083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2011,66888,25679,300593,88590,2.604774329,3.393080483,1.302638945,115,79,NA,440,6077.2,75,33,11.9,NA,25,0.8,<0.1,2626,54,20.1,20.2,2482.1288,72.3709,48.3329,355.7086,512.756,27.3575,10.8929,2.2927,1.6631,27.085,1.5617,258.0553,5.8882,1.6962,3.9601,18.7933,5.2064,NA,NA,0.34675,0.72753,4.0874,1.0798,NA,NA,0.02179,0.1125,0.30277,0.066399,NA,NA,0.18948,0,6.4879,0,NA,NA,0.49265,0.97504,3.2439,3.6612,NA,NA,0.020843,0.037501,0.23789,0.06826,NA,NA,0.009474,0.018751,0.064879,0.1117,NA,NA,0.0015158,0.0018751,0.017301,0.0080671,NA,NA,0.0019895,0.0041252,0.010813,0.0037233,NA,NA,0.04737,0.1275,0.47578,0.1179,NA,NA,0.0054381,0.015001,0.064879,0.0093082,NA,NA,0.0066318,0.028876,0.086505,0.018616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2011,29458,110038,232288,246294,0.267707519,0.943133004,3.522997809,92,503,9.76,103,1562.3,48,10,50.6,4.9,63,9.9,5,2109,47,13.4,4.1,1950.0236,47.7101,46.8411,1184.4689,289.4111,18.7248,7.8391,1.5004,0.85531,14.2243,1.4874,266.1549,14.2612,0.2796,4.3357,1.7523,0.01724,0,6.38484,0.057156,0.79652,0.38111,0.0035753,0,1.2383613,0.0035918,0.12317,0.02823,0.00021986,0,0.15521166,0.031233,0,0.60493,0,0,0.636163,0.081205,1.0675,0.30247,0.012123,0,1.463298,0.0034356,0.041058,0.022181,0.00022603,0,0.06690063,0.0015616,0.020529,0.0060493,0.00036986,0,0.02850976,0.00024986,0.0020529,0.0016132,2.67E-05,0,0.003942672,0.00032795,0.0045163,0.0010082,1.23E-05,0,0.005864779,0.0078082,0.1396,0.044362,0.00039041,0,0.19216061,0.00089638,0.016423,0.0060493,3.08E-05,0,0.023399502,0.0010932,0.031614,0.0080658,6.16E-05,0,0.040834644,0.003274237,0.025955957,0.003313578,0.000537087,0.005056123,0.003572835,0.003636866,0.002627747,0.006856905,0.013509319,0.015731815,0.002863339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,2011,91334,132618,254156,469272,0.688699875,0.541596345,0.786404013,118,104,4.94,210,4433.7,65,25,14.9,8.8,26,7.6,1.1,2608,72,26.6,10.4,2621.9446,65.2542,68.4982,4571.009,628.5356,26.8051,10.8536,2.047,1.5217,21.359,2.3784,472.4182,13.7472,0,1.5192,0.38331,0.051719,0.36814,2.322369,0,0.27909,0.083367,0.010726,0.061741,0.434924,0,0.043159,0.0061753,0.00065959,0.0077828,0.05777669,0,0,0.13233,0,0.022175,0.154505,0,0.37404,0.066164,0.03637,0.39566,0.872234,0,0.014386,0.0048521,0.00067808,0.013044,0.03296018,0,0.0071932,0.0013233,0.0011096,0.0073915,0.0170176,0,0.00071932,0.00035288,8.01E-05,0.0002174,0.001369737,0,0.0015825,0.00022055,3.70E-05,0.00082611,0.002666146,0,0.048913,0.0097041,0.0011712,0.0078263,0.0676146,0,0.0057545,0.0013233,9.25E-05,0.0002174,0.007387666,0,0.011077,0.0017644,0.00018493,0.0036088,0.01663513,0.000885743,0.006665073,0.000843477,3.38E-05,0.001387724,0.001229623,0.001567922,0.000669144,0.001752084,0.003165626,0.00310615,0.001210074,5,5,1,5,5,3,1,1,5,2,2,3,1
Hungary,2011,120049,600610,552786,752375,0.199878457,0.734721382,3.675840777,120,NA,2.44,506,22603.2,82,45,,8.1,71,10,,NA,137,28.8,58.7,3185.9523,73.339,158.0916,659.2658,652.6133,11.184,8.4406,1.3477,1.5675,15.5131,1.7061,271.9861,31.0074,0.80581,2.1794,0.38716,0.051781,0.14632,3.570471,0.16394,0.30418,0.074366,0.011133,0.020519,0.574138,0.011998,0.076829,0.0077835,0.00059795,0.0016333,0.09884175,0.16116,0.50174,0.11292,0.0043151,0.044236,0.8243711,0.16116,0.34495,0.080658,0.028356,0.052742,0.667866,0.0030442,0.015993,0.0018551,0.0003637,0.0067204,0.0279764,0.0037604,0.010348,0.0019358,0.0021822,0.0027222,0.0209486,0.00050139,0.0015679,0.0003065,2.90E-05,4.42E-05,0.002448999,0.00058197,0.0025087,0.00038312,2.65E-05,0.00017014,0.003670437,0.019698,0.095645,0.011695,0.0015411,0.0017864,0.1303655,0.0023279,0.0062718,0.0012099,9.25E-05,8.51E-05,0.009987134,0.0037783,0.017828,0.0019479,0.00018247,0.00032666,0.02406333,0.001120692,0.00782855,0.000625218,0.001250438,0.001023372,0.002501466,0.002481885,0.001817169,0.002341587,0.008403575,0.00585378,0.000776051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,2011,965831,284377,552125,805963,3.396304905,0.685050058,0.201704522,133,NA,1.77,332,39557.9,132,96,,8,55,0.3,,NA,146,42.5,5.3,3014.8516,104.5555,123.5591,1253.441,1044.4423,12.8215,12.9869,1.4422,2.2146,22.4741,2.1004,373.1304,19.4106,23.8838,87.7395,0,13.4285,1.6258,126.6776,4.859,12.2457,0,2.8871,0.22798,20.21978,0.3556,3.093,0,0.15507,0.018148,3.621818,4.7768,20.199,0,1.119,0.49151,26.58631,4.7768,13.8868,0,7.3537,0.58603,26.60333,0.090228,0.64384,0,0.094319,0.074671,0.903058,0.11146,0.4166,0,0.56592,0.030247,1.124227,0.014861,0.063122,0,0.0075136,0.00049151,0.08598811,0.017249,0.101,0,0.0068741,0.0018904,0.1270135,0.58383,3.8504,0,0.39966,0.019849,4.853739,0.068998,0.25249,0,0.023979,0.00094521,0.34641221,0.11199,0.7177,0,0.047319,0.0036296,0.8806386,0.042017856,0.193388009,0.029312434,0.021210659,0.025471326,0.070433101,0.086566232,0.059622875,0.057352795,0.215970339,0.164926781,0.045368953,3.4,5,4.6,5,5,8,8.2,6,7.4,7,10,5,5
India,2011,455488,1669875,2427128,283369,0.272767722,8.565255903,31.40128105,108,112,4.7,174,4685.9,59,12,15.7,3,28,1205.6,189.7,2438,52,14.5,5.1,2510.9233,66.1682,50.8858,317.7054,804.3658,21.9702,11.5156,0.23578,0.10875,17.826,14.7691,724.201,13.3527,0.30015,0.9246,0.50411,0.20116,0.013611,1.943631,0.061321,0.17781,0.096789,0.024863,0.0018904,0.3626734,0.0035501,0.017781,0.010082,0.0022603,0.00037808,0.03405148,0.058093,0.32005,0.13863,0.036164,0.0049151,0.5578521,1.3071,2.5427,1.4418,3.0966,0.21437,8.60257,0.0064548,0.026671,0.010082,0.011301,0.0015123,0.0560211,0.0013555,0.0058677,0.0024197,0.0080014,0.00030247,0.01794677,0.00018073,0,0,0,4.92E-06,0.000185645,0.00020978,0,0,0,1.89E-05,0.000228684,0.0032274,0.023115,0.010082,0.0067808,0.00019849,0.04340369,0.00092626,0.0035562,0.0015123,0.00033904,9.45E-06,0.006343252,0.001362,0.010108,0.0023391,0.00071651,3.63E-05,0.014561906,0.00077407,0.005481083,0.000669175,0.001755879,0.010694848,0.002549868,0.001558475,0.000787366,0.002102841,0.002434853,0.000429495,0.001090559,10,1,1,1,1,3,1,1,7,4,5,7,1
Indonesia,2011,239102,264895,465955,916984,0.902629344,0.508138637,0.56295382,117,94,6.32,226,8870.3,60,17,13.5,10.9,21,240.7,32.4,2656,54,23.5,3,2828.3075,59.684,62.3778,201.1079,268.2027,15.5995,7.2072,1.3964,1.0543,19.5788,1.5999,280.423,9.6671,4.3289,26.6926,0.68458,1.1702,0.16258,33.03886,0.88069,3.7254,0.13042,0.24863,0.022798,5.007938,0.064452,1.2098,0.014115,0.013905,0.0018148,1.3040868,0.86578,6.9132,0.19761,0.22027,0.049151,8.246011,0.86578,4.2247,0.14115,0.63329,0.058603,5.923523,0.016354,0.21124,0.0032465,0.0081226,0.0074671,0.2464302,0.020201,0.12674,0.0033876,0.048736,0.0030247,0.2020893,0.0026935,0.019203,0.00052932,0.00059199,4.92E-05,0.023066961,0.0031264,0.028805,0.0005646,0.00055068,0.00018904,0.03323572,0.10582,1.4902,0.020467,0.034418,0.0019849,1.6528899,0.013516,0.076813,0.0021173,0.0020651,9.45E-05,0.094605921,0.020298,0.22026,0.0033417,0.0043642,0.00036296,0.24862686,0.011681495,0.083907546,0.020906265,0.041002919,0.022085993,0.015797314,0.028039918,0.016518878,0.031523969,0.084422431,0.059132396,0.025718867,10,2.6,4.8,6.6,6.6,3,3.4,2.4,7.5,4.5,2.9,6.8,2.4
Iran,2011,25717,195692,102531,1278061,0.131415694,0.08022387,0.610458827,126,47,4.05,327,17949.2,86,24,6.4,11.4,16,74.5,4.7,3048,76,32.2,11.8,3352.2789,101.1076,84.2624,619.7117,646.4947,27.3842,16.8412,3.2122,1.8153,32.8725,3.4775,812.6142,25.065,0.82455,7.0102,0.18148,0.074795,0,8.091025,0.16775,0.9784,0.034859,0.016081,0,1.19709,0.012277,0.24712,0.0036485,0.0008637,0,0.2639092,0.16491,1.6139,0.052932,0.0062329,0,1.8379749,0.16491,1.1095,0.037808,0.040959,0,1.353177,0.003115,0.051442,0.00086959,0.00052534,0,0.05595193,0.0038479,0.033286,0.0009074,0.0031521,0,0.0411934,0.00051305,0.0050433,0.00014367,4.18E-05,0,0.005741869,0.00059551,0.0080693,0.00017959,3.83E-05,0,0.008882688,0.020156,0.30764,0.0054822,0.002226,0,0.3355042,0.002382,0.020173,0.00056712,0.00013356,0,0.02325568,0.0038662,0.057342,0.00091307,0.00026356,0,0.06238483,0.002413589,0.011839763,0.003131992,0.002965855,0.002093098,0.002043219,0.00244599,0.001787519,0.004893234,0.010206227,0.006687471,0.002488922,1,1,3,6,6,2,5,6,5,5,6,7,4
Iraq,2011,1,111257,3,437775,8.99E-06,6.85E-06,0.762425904,115,203,5.12,78,13226.9,61,12,25.2,15.9,18,31,7.8,2474,67,27.1,4.7,2628.8807,73.1126,72.7625,181.7944,281.9637,19.7753,12.8702,2.3835,1.1006,25.4413,2.2118,609.3622,20.1084,0.90888,0.58418,0.26617,0,0,1.75923,0.18491,0.081533,0.051127,0,0,0.31757,0.013532,0.020593,0.0053511,0,0,0.0394761,0.18178,0.13449,0.077633,0,0,0.393903,0.18178,0.09246,0.055452,0,0,0.329692,0.0034335,0.0042868,0.0012754,0,0,0.0089957,0.0042414,0.0027738,0.0013308,0,0,0.008346,0.00056552,0.00042027,0.00021072,0,0,0.00119651,0.00065641,0.00067244,0.0002634,0,0,0.00159225,0.022217,0.025637,0.0080405,0,0,0.0558945,0.0026256,0.0016811,0.00083178,0,0,0.00513848,0.0042616,0.0047785,0.0013392,0,0,0.0103793,0.000669194,0.004343574,0.000542534,0.00216675,0.001169271,0.000454896,0.000648475,0.000501997,0.001446711,0.002196999,0.002323212,0.000516167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,2011,392166,1244757,836916,2115479,0.315054264,0.395615367,1.255705484,145,NA,1.27,958,45673.5,108,62,,3.7,29,4.5,,NA,130,58,31.3,4337.373,134.1735,181.6299,1344.0272,2325.4777,15.0102,16.968,2.0309,3.3846,27.05,2.7121,492.7592,24.0195,9.9227,13.4586,0.048395,1.7605,2.6012,27.791395,2.0187,1.8784,0.0092958,0.37852,0.36477,4.6496858,0.14774,0.47444,0.00097293,0.02033,0.029037,0.67251993,1.9845,3.0984,0.014115,0.14671,0.78641,6.030135,1.9845,2.1301,0.010082,0.96411,0.93764,6.026432,0.037486,0.098761,0.00023189,0.012366,0.11947,0.26831489,0.046306,0.063904,0.00024197,0.074195,0.048395,0.23304197,0.0061741,0.0096825,3.83E-05,0.00098507,0.00078641,0.017666392,0.0071664,0.015492,4.79E-05,0.00090123,0.0030247,0.02663222,0.24255,0.59063,0.0014619,0.052397,0.031759,0.9187979,0.028666,0.03873,0.00015123,0.0031438,0.0015123,0.07220333,0.046526,0.11009,0.00024348,0.0062038,0.0058073,0.16887058,0.006407426,0.034654278,0.003702694,0.004486617,0.002591481,0.017875504,0.013734204,0.0086988,0.007868646,0.033966651,0.026622665,0.007030562,9.1,4.4,7.3,6.4,6.4,6.5,8.1,6.7,8.5,6.1,6.3,5.6,8.1
Israel,2011,11161,257865,22244,636223,0.043282338,0.034962584,0.807779472,155,NA,2.2,367,30574.3,126,70,,7.7,49,7.4,,NA,147,70.5,6.5,3733.45,106.4939,174.2311,846.9955,821.802,16.7195,12.9053,1.5175,1.9258,23.2403,2.3012,414.1229,40.7722,10.1101,9.9311,0.19358,0.31068,0.50398,21.04944,2.0568,1.3861,0.037183,0.066797,0.070675,3.617555,0.15053,0.35009,0.0038917,0.0035877,0.0056259,0.5137253,2.022,2.2863,0.05646,0.02589,0.15237,4.54302,2.022,1.5718,0.040329,0.17014,0.18167,3.985939,0.038194,0.072876,0.00092756,0.0021822,0.023148,0.13732776,0.04718,0.047155,0.00096789,0.013093,0.0093764,0.11777229,0.0062907,0.0071447,0.00015325,0.00017384,0.00015237,0.01391486,0.0073017,0.011431,0.00019156,0.00015904,0.00058603,0.01966933,0.24714,0.43582,0.0058477,0.0092466,0.0061533,0.7042076,0.029207,0.028579,0.00060493,0.00055479,0.00029301,0.05923873,0.047405,0.081235,0.00097394,0.0010948,0.0011252,0.13183394,0.005638067,0.033969598,0.002948528,0.005363688,0.004850243,0.008213628,0.009125885,0.009169595,0.010213589,0.030301141,0.025742539,0.003233427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2011,940719,347201,920452,1401266,2.709436321,0.656871715,0.242438514,141,NA,2.01,503,35901.3,111,60,,4.3,10,60.5,,NA,155,53.6,15.3,3916.764,105.9956,178.8186,811.5075,969.4045,15.0093,12.7123,1.8149,2.288,25.0904,2.114,363.1882,33.4388,6.2403,9.976,2.214,1.3693,6.4868,26.2864,1.2696,1.3923,0.42528,0.2944,0.90965,4.29123,0.092912,0.35167,0.044512,0.015812,0.07241,0.577316,1.2481,2.2966,0.64576,0.11411,1.9611,6.26567,1.2481,1.5789,0.46126,0.74986,2.3382,6.37632,0.023575,0.073205,0.010609,0.0096178,0.29794,0.4149468,0.029122,0.047368,0.01107,0.057707,0.12068,0.265947,0.0038829,0.007177,0.0017528,0.00076616,0.0019611,0.01553996,0.0045069,0.011483,0.002191,0.00070096,0.0075427,0.02642456,0.15254,0.4378,0.066883,0.040753,0.079199,0.777175,0.018028,0.028708,0.0069189,0.0024452,0.0037714,0.0598715,0.02926,0.081602,0.011139,0.0048252,0.014482,0.1413082,0.006711254,0.040484982,0.003228501,0.007721025,0.006577564,0.027645979,0.020920447,0.008562433,0.011549196,0.030974994,0.028321429,0.004225875,10,6,3.7,5.4,5.4,5.3,3.9,4.8,5.2,6.1,6.8,6.5,4.8
Jamaica,2011,38657,136542,125683,323591,0.283114353,0.38840079,1.371886609,115,58,4.69,194,8481.2,77,38,8.2,6.5,20,2.7,0.2,2760,76,18.9,3.4,2798.8029,69.7803,90.0271,1062.4289,547.8945,18.6477,7.9662,2.2697,1.7882,26.0411,2.2062,311.7903,15.6182,0.046849,19.5251,15.4137,0.32795,2.4061,37.719699,0.0095312,2.7251,2.9607,0.070508,0.33742,6.1032592,0.00069753,0.6883,0.30988,0.003787,0.026859,1.02952353,0.0093699,4.495,4.4956,0.027329,0.72743,9.7547289,0.0093699,3.0903,3.2112,0.17959,0.86732,7.3577799,0.00017699,0.14328,0.073857,0.0023034,0.11051,0.33012739,0.00021863,0.092709,0.077068,0.013821,0.044765,0.22858163,2.92E-05,0.014047,0.012202,0.00018349,0.00072743,0.027189071,3.38E-05,0.022475,0.015253,0.00016788,0.0027978,0.040727516,0.0011452,0.85686,0.46562,0.0097603,0.029377,1.3627625,0.00013534,0.056187,0.048168,0.00058562,0.0013989,0.10647486,0.00021967,0.15971,0.07755,0.0011556,0.0053718,0.24400707,0.013477083,0.087463929,0.011435707,0.009181536,0.013429191,0.017703384,0.028693936,0.011979147,0.022775705,0.052331219,0.048261654,0.015623252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
