"","","country","year","Q.balance","UV.balance","energy_adequacy","gdp","polyunsatFA_percentseafood","calories_percentseafood","protein_percentseafood","vitaminA_percentseafood","thiamin_percentseafood","niacin_percentseafood","riboflavin_percentseafood","B6_percentseafood","iron_percentseafood","calcium_percentseafood","zinc_percentseafood","native","fishmeal","habitat","spp_farmed","prod_ratio","vitamins_all","trade","fs","nutrition","ecol"
"156",190,"Syrian Arab Republic",2011,0.978749264569117,0.835240703933808,NA,NA,0.0116690489005526,0.0300082589267309,0.0436825833218439,0.0255736020553032,0.0311020621470029,0.0428311545559177,0.016985693344177,0.0310987827517646,0.0831066873936046,0.0103759623555553,0.0732500253635928,NA,NA,NA,0.0568181818181818,0.722248205227691,0.0392904962458648,0.845412724576872,NA,0.036334896465095,NA
"157",191,"Taiwan",2011,0.991271878860449,0.836957748866662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.277777777777778,0.470588235294118,NA,NA,NA,NA,NA,NA,0.449455337690632
"158",192,"United Republic of Tanzania",2011,0.875013712822375,0.988728770688384,1,0.011908587471339,0.00235838641954775,0.00388719385467452,0.0081673911807043,0.00113128315065164,0.00518641581509014,0.00876423479712858,0.00246561873646505,0.00466051652379852,0.0049617712035672,0.0111829631188913,0.00480320948123062,NA,NA,NA,NA,NA,0.00539450160335288,NA,0.505954293735669,0.0052335440256136,NA
"159",193,"Thailand",2011,0.999338148505609,0.800308324930643,1,0.0976567093856718,0.0736383829172415,0.0840653743102804,0.149224508479637,0.0841820757603712,0.14982941047956,0.202023517805368,0.104896197733715,0.134241710211367,0.225229928499213,0.0576033825708692,0.263382509664839,0.922222222222222,0.177777777777778,0.117647058823529,0.431818181818182,0.675767691097329,0.152673591590663,0.825138054844527,0.548828354692836,0.138937908948405,0.405882352941176
"160",194,"Timor-Leste",2011,0.571634838649149,0.89803150977284,1,0.0101003518344154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505050175917208,NA,NA
"161",195,"Togo",2011,0.941965493060508,0.604104657682297,1,0.00477901547786784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,0.222599421650668,NA,0.589556524131158,0.502389507738934,NA,NA
"162",196,"Tonga",2011,0.82395206216851,0.975833272068236,NA,0.0330605998638205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,0.588235294117647,0.0795454545454545,0.573258848630796,NA,0.791014727622514,NA,NA,0.751633986928105
"163",197,"Trinidad and Tobago",2011,0.912960001019814,0.899988225172297,1,0.21833583894568,0.0460383398799133,0.0852897917110777,0.15694279458529,0.163093927438741,0.0906597787864391,0.109135046627848,0.0737850531950513,0.174237277458858,0.100286264948365,0.0910515106297853,0.186308856814313,NA,NA,NA,0.0340909090909091,0.179192136918862,0.123569714487425,0.664046787703658,0.60916791947284,0.116075331097789,NA
"164",198,"Tunisia",2011,0.924269516244784,0.979768070979043,1,0.0719211866939625,0.032757287588981,0.0582787435590239,0.0824231378086042,0.063310443289858,0.103082842168206,0.141986930577896,0.0662582908912523,0.112561247197134,0.0924945547349546,0.0226882310569161,0.0833283467690567,NA,NA,NA,0.295454545454545,0.534012039062487,0.0857138608356591,0.812683208762105,0.535960593346981,0.0781063686947166,NA
"165",199,"Turkey",2011,0.991826498003883,0.949618991850679,1,0.129262630870492,0.0105790110796087,0.0234383163374068,0.0301330770825507,0.0230931550069554,0.0215966374211214,0.0337501207043794,0.0189120481708407,0.0243096208787987,0.0347724025809201,0.00763783770374114,0.0240769938755145,0.6,0.244444444444444,0.602941176470588,0.261363636363636,0.637612684744406,0.0235186020427839,0.859686058199656,0.564631315435246,0.0229362928038034,0.482461873638344
"166",201,"Turks and Caicos Islands",2011,0.907641913246753,0.887607008918711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",202,"Tuvalu",2011,0.908203616877645,0.866194899941448,NA,0.0215063187123924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.133640550458273,NA,0.636013022425789,NA,NA,NA
"168",204,"Ukraine",2011,0.866355188062032,0.906922665363115,1,0.0574141031892812,0.0361627532026081,0.0599424666516982,0.089187931133532,0.0411364736306588,0.106723612272703,0.135339224299453,0.0598789639776796,0.0920642586916895,0.143213506508211,0.0198124485483006,0.0985277485321136,0.744444444444444,0.944444444444444,0.764705882352941,0.375,0.567379113773218,0.087087029557601,0.780218989066122,0.528707051594641,0.0801808534044224,0.817864923747277
"169",205,"USSR",2011,0.886727855598208,0.981004116039969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",206,"United Arab Emirates",2011,0.958702787321061,0.73469255392666,1,0.426793048405135,0.0255827038337064,0.0744392756827647,0.115851306895835,0.106527813999395,0.07359269102215,0.087504186921503,0.072205122224984,0.0932827909857076,0.0634771764987515,0.0499861291846771,0.0781285198499528,NA,NA,NA,0.136363636363636,0.351765547181397,0.0780880538358901,0.68172029614304,0.713396524202567,0.0764161560999479,NA
"171",207,"United Kingdom",2011,0.939791305246158,0.887479926500335,1,0.269460817691046,0.020025172683866,0.0473043132151073,0.0782626443893666,0.0311269300167355,0.0728600023705493,0.0789265428005825,0.03534129824289,0.0699570387320945,0.10935151002647,0.0195780104462744,0.130131435218892,0.988888888888889,0.1,0.367647058823529,0.397727272727273,0.630638454491652,0.068409095981811,0.819303228746048,0.634730408845523,0.0629877180129844,0.485511982570806
"172",208,"United States of America",2011,0.938614376342411,0.891090526836551,1,0.368271082536893,0.00903105449314856,0.0432696421467437,0.0717076503231562,0.0288132981991924,0.0386790489707956,0.0480155746900168,0.0234062803862585,0.0583608865008368,0.145349251206923,0.0199386557488471,0.171295640630509,0.3,0.7,0.705882352941177,0.488636363636364,0.527727330437092,0.0667323295416724,0.785810744538685,0.684135541268447,0.0598060893905843,0.568627450980392
"173",209,"Uruguay",2011,0.996337875768502,0.874942809619416,1,0.129495589148489,0.0101832284760709,0.0177426848395722,0.0259764672731076,0.00299436003687423,0.0239437473516693,0.0226352297604284,0.0162085952699694,0.0355526271406195,0.0264870405034592,0.00706211482547209,0.0197914101509156,NA,NA,NA,0.136363636363636,0.225974145676284,0.019334390629926,0.699084943688067,0.564747794574244,0.0189615914207417,NA
"174",211,"Vanuatu",2011,0.802376743120652,0.895573595746718,1,0.0172141935261569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0681818181818182,0.23479110633851,NA,0.64424714840196,0.508607096763078,NA,NA
"175",212,"Venezuela",2011,0.963434765460943,0.684283569920531,1,0.122732308466723,0.0193639957513771,0.047312389991934,0.0773997085122271,0.00276195229190975,0.0440100225218311,0.038533578044807,0.0375850187838532,0.0775520172992394,0.0747088770246066,0.0466664052180995,0.0760058857843164,0,0.222222222222222,0.294117647058824,NA,NA,0.0497279696210829,NA,0.561366154233361,0.0492636228385637,0.172113289760349
"176",213,"Viet Nam",2011,0.942426932318586,0.688976588337106,1,0.0307107924102043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,0.2,0.176470588235294,0.272727272727273,0.714553940034637,NA,0.78198582023011,0.515355396205102,NA,0.447712418300654
"177",214,"Yemen",2011,0.957275698992389,0.853558379396833,1,0.0224651180559145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.232144081979009,NA,0.680992720122744,0.511232559027957,NA,NA
"178",215,"Yugoslavia SFR",2011,0.976064045865471,0.673451608482488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0681818181818182,NA,NA,NA,NA,NA,NA
"179",219,"Southern Africa",2011,NA,NA,1,0.083483707527249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541741853763624,NA,NA
"180",221,"Eastern Asia",2011,NA,NA,1,0.221046694277092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610523347138546,NA,NA
"181",223,"Southern Asia",2011,NA,NA,1,0.038996916111799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519498458055899,NA,NA
"182",224,"West Bank and Gaza Strip",2011,NA,NA,NA,0.0280269033103296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",225,"Anguilla",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",226,"British Virgin Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",227,"Montserrat",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",228,"Puerto Rico",2011,NA,NA,NA,0.250965728166903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113636363636364,0.413601201375278,NA,NA,NA,NA,NA
"187",229,"United States Virgin Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",230,"American Samoa",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.328379401200805,NA,NA,NA,NA,NA
"189",231,"Nauru",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"190",232,"Niue",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",233,"Northern Mariana Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",234,"Tokelau",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",235,"Wallis and Futuna Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",237,"Gibraltar",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",238,"Holy See",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",240,"Monaco",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
