"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"1","Albania","European seabass","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Albania","Gilthead seabream","Mediterranean and Black Sea",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Albania","Kuruma prawn","Mediterranean and Black Sea",2000,16.71,8.355,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"4","Argentina","Blue mussel","Atlantic, Southwest",2000,NA,NA,NA,NA,10,10,7,5,7,10,8.2,7.1
"5","Argentina","Longrayed whiptail","Atlantic, Southwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Argentina","Pacific cupped oyster","Atlantic, Southwest",2000,35,3.5,0.466666666666667,10,3,10,5,7,7,10,7,6.4
"7","Argentina","River Plata mussel","Atlantic, Southwest",2000,40,2,0.533333333333333,20,7,10,7,5,7,10,7.7,7
"8","Australia","Abalones nei","Indian Ocean, Eastern",2000,1164.69,29.11725,0.00679856632899833,40,NA,NA,NA,NA,NA,NA,NA,NA
"9","Australia","Aquatic invertebrates nei","Indian Ocean, Eastern",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Australia","Atlantic salmon","Pacific, Southwest",2000,49415.82,4.5306518749427,0.288451630881902,10907,1,1,1,3,5,3,2.3,3.7
"11","Australia","Australian mussel","Indian Ocean, Eastern",2000,3065.68,1.51992067426872,0.0178950869531666,2017,NA,NA,NA,NA,NA,NA,NA,NA
"12","Australia","Brown tiger prawn","Pacific, Southwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Australia","Chinook(=Spring=King) salmon","Pacific, Southwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Australia","Cupped oysters nei","Indian Ocean, Eastern",2000,NA,NA,NA,NA,5,10,7,7,9,10,8,7.1
"15","Australia","Eastern king prawn","Pacific, Southwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Australia","Flat and cupped oysters nei","Indian Ocean, Eastern",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Australia","Flat oysters nei","Pacific, Western Central",2000,NA,NA,NA,NA,5,10,7,7,7,9,7.5,7.4
"18","Australia","Giant tiger prawn","Pacific, Western Central",2000,0,NA,0,NA,10,1,1,5,5,1,3.8,4.9
"19","Australia","Marine crustaceans nei","Pacific, Southwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Australia","Marine fishes nei","Indian Ocean, Eastern",2000,382.02,4.65878048780488,0.00222993956246206,82,NA,NA,NA,NA,NA,NA,NA,NA
"21","Australia","Marine fishes nei","Pacific, Southwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2000,14511.96,3.09225655231195,0.0847096846575231,4693,1,10,10,10,7,10,8,7.2
"23","Australia","Rainbow trout","Pacific, Southwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Australia","Southern Australia scallop","Pacific, Southwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2000,86248.7,32.5589656474141,0.50345371535763,2649,10,1,1,1,3,1,2.8,4.1
"26","Australia","Sydney cupped oyster","Indian Ocean, Eastern",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Australia","Sydney cupped oyster","Pacific, Southwest",2000,16525.19,3.3310199556541,0.0964613762583176,4961,NA,NA,NA,NA,NA,NA,NA,NA
"28","Bahamas","Brine shrimp","Atlantic, Western Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Bahamas","Cobia","Atlantic, Western Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Bahamas","Florida pompano","Atlantic, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Bahamas","Red drum","Atlantic, Western Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Bahrain","Barramundi(=Giant seaperch)","Indian Ocean, Western",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Bahrain","Gilthead seabream","Indian Ocean, Western",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Bahrain","Mangrove red snapper","Indian Ocean, Western",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Bahrain","Orange-spotted grouper","Indian Ocean, Western",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Bahrain","Sobaity seabream","Indian Ocean, Western",2000,55.2,4.6,1,12,NA,NA,NA,NA,NA,NA,NA,NA
"37","Bahrain","White-spotted spinefoot","Indian Ocean, Western",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Belize","Cobia","Atlantic, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Belize","Eucheuma seaweeds nei","Atlantic, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Belize","Palinurid spiny lobsters nei","Atlantic, Western Central",2000,NA,NA,NA,247730,NA,NA,NA,NA,NA,NA,NA,NA
"41","Bonaire/S.Eustatius/Saba","Cobia","Atlantic, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Bosnia and Herzegovina","Common dentex","Mediterranean and Black Sea",2000,NA,NA,NA,88746,NA,NA,NA,NA,NA,NA,NA,NA
"43","Bosnia and Herzegovina","European flat oyster","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Bosnia and Herzegovina","European seabass","Mediterranean and Black Sea",2000,NA,NA,NA,11107,NA,NA,NA,NA,NA,NA,NA,NA
"45","Bosnia and Herzegovina","Gilthead seabream","Mediterranean and Black Sea",2000,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"46","Bosnia and Herzegovina","Marine fishes nei","Mediterranean and Black Sea",2000,NA,NA,NA,1674,NA,NA,NA,NA,NA,NA,NA,NA
"47","Bosnia and Herzegovina","Mediterranean mussel","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Brazil","Cupped oysters nei","Atlantic, Southwest",2000,1786.5,0.126165254237288,0.0250928075712438,14160,7,10,7,7,7,10,8,7.1
"49","Brazil","Elkhorn sea moss","Atlantic, Southwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Brazil","Gracilaria seaweeds","Atlantic, Southwest",2000,NA,NA,NA,212429,NA,NA,NA,NA,NA,NA,NA,NA
"51","Brazil","Groupers nei","Atlantic, Southwest",2000,6,2,8.42747525482578e-05,3,9,1,5,5,5,4,4.8,5.2
"52","Brazil","Marine fishes nei","Atlantic, Southwest",2000,13,0.00448585231193927,0.000182595297187892,2898,NA,NA,NA,NA,NA,NA,NA,NA
"53","Brazil","Marine molluscs nei","Atlantic, Southwest",2000,0.6,NA,8.42747525482578e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Brazil","Mullets nei","Atlantic, Southwest",2000,21.6,0.251162790697674,0.000303389109173728,86,NA,NA,NA,NA,NA,NA,NA,NA
"55","Brazil","Pacific lion's paw","Atlantic, Southwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Brazil","Scallops nei","Atlantic, Southwest",2000,8,NA,0.00011236633673101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Brazil","Snooks(=Robalos) nei","Atlantic, Southwest",2000,10,NA,0.000140457920913763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Brazil","South American rock mussel","Atlantic, Southwest",2000,5880,NA,0.0825892574972927,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Brazil","Whiteleg shrimp","Atlantic, Southwest",2000,63470,NA,0.891486424039654,NA,1,3,3,5,1,1,2.3,4
"60","Bulgaria","Mediterranean mussel","Mediterranean and Black Sea",2000,8,0.666666666666667,1,12,NA,NA,NA,NA,NA,NA,NA,NA
"61","Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Cambodia","Blood cockle","Pacific, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Cambodia","Eucheuma seaweeds nei","Pacific, Western Central",2000,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA
"64","Cambodia","Green mussel","Pacific, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Cambodia","Marine fishes nei","Pacific, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Cambodia","Orange-spotted grouper","Pacific, Western Central",2000,NA,NA,NA,16957,NA,NA,NA,NA,NA,NA,NA,NA
"67","Cambodia","Snappers nei","Pacific, Western Central",2000,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA
"68","Canada","American cupped oyster","Atlantic, Northwest",2000,6111.48,NA,0.0156403902814138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2000,0,NA,0,NA,10,10,5,1,3,1,5,5
"70","Canada","Atlantic cod","Atlantic, Northwest",2000,0,NA,0,NA,10,1,3,3,3,3,3.8,4.7
"71","Canada","Atlantic salmon","Atlantic, Northwest",2000,124099.77,NA,0.317593911234871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Canada","Atlantic salmon","Pacific, Northeast",2000,146923.36,NA,0.376003634448065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Canada","Blue mussel","Atlantic, Northwest",2000,18640.74,NA,0.0477050483245239,NA,10,10,9,8,8,10,9.2,8.2
"74","Canada","Blue mussel","Pacific, Northeast",2000,0,NA,0,NA,10,10,9,8,8,10,9.2,8.2
"75","Canada","Butter clam","Atlantic, Northwest",2000,73268.07,NA,0.187506333975722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Canada","Chinook(=Spring=King) salmon","Pacific, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Canada","Coho(=Silver) salmon","Pacific, Northeast",2000,3065.68,NA,0.00784563341087996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Canada","Japanese carpet shell","Pacific, Northeast",2000,0,0,0,2017,NA,NA,NA,NA,NA,NA,NA,NA
"79","Canada","Marine molluscs nei","Atlantic, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Canada","Marine molluscs nei","Pacific, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Canada","Pacific cupped oyster","Pacific, Northeast",2000,0,NA,0,NA,1,10,1,5,7,10,5.7,6.1
"82","Canada","Rainbow trout","Pacific, Northeast",2000,18640.74,NA,0.0477050483245239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Canada","Salmonids nei","Atlantic, Northwest",2000,0,0,0,21287,NA,NA,NA,NA,NA,NA,NA,NA
"84","Canada","Scallops nei","Atlantic, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Canada","Scallops nei","Pacific, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Channel Islands","Blue mussel","Atlantic, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Channel Islands","European flat oyster","Atlantic, Northeast",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Channel Islands","Great Atlantic scallop","Atlantic, Northeast",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Channel Islands","Grooved carpet shell","Atlantic, Northeast",2000,7131.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Channel Islands","Pacific cupped oyster","Atlantic, Northeast",2000,0,0,0,908,NA,NA,NA,NA,NA,NA,NA,NA
"91","Channel Islands","Tuberculate abalone","Atlantic, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Channel Islands","Turbot","Atlantic, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Chile","[Porphyra columbina]","Pacific, Southeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Chile","Atlantic salmon","Pacific, Southeast",2000,0,NA,0,NA,1,1,1,1,1,2,1.2,2.5
"95","Chile","Chilean flat oyster","Pacific, Southeast",2000,800,NA,0.00434180796357049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Chile","Chilean mussel","Pacific, Southeast",2000,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA
"97","Chile","Chinook(=Spring=King) salmon","Pacific, Southeast",2000,15883.52,NA,0.086203992031914,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Chile","Cholga mussel","Pacific, Southeast",2000,0,0,0,24122,NA,NA,NA,NA,NA,NA,NA,NA
"99","Chile","Choro mussel","Pacific, Southeast",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Chile","Coho(=Silver) salmon","Pacific, Southeast",2000,134.4,NA,0.000729423737879843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Chile","Giant kelp","Pacific, Southeast",2000,0,0,0,224,NA,NA,NA,NA,NA,NA,NA,NA
"102","Chile","Gracilaria seaweeds","Pacific, Southeast",2000,NA,NA,NA,NA,10,10,10,7,10,10,9.5,8.4
"103","Chile","Japanese abalone","Pacific, Southeast",2000,94319.6,NA,0.511896988000979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Chile","Masu(=Cherry) salmon","Pacific, Southeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Chile","Pacific cupped oyster","Pacific, Southeast",2000,73057.52,NA,0.396502152668388,NA,1,10,7,5,7,1,5.2,5.6
"106","Chile","Peruvian calico scallop","Pacific, Southeast",2000,NA,NA,NA,60819,NA,NA,NA,NA,NA,NA,NA,NA
"107","Chile","Rainbow trout","Pacific, Southeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Chile","Red abalone","Pacific, Southeast",2000,60,NA,0.000325635597267787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Chile","Yellowtail amberjack","Pacific, Southeast",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","China","Abalones nei","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","China","Amberjacks nei","Pacific, Northwest",2000,7645,NA,0.0525729309302404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","China","Aquatic invertebrates nei","Pacific, Northwest",2000,NA,NA,NA,3058,NA,NA,NA,NA,NA,NA,NA,NA
"113","China","Blood cockle","Pacific, Northwest",2000,NA,NA,NA,NA,10,10,7,3,5,7,7,7
"114","China","Bright green nori","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","China","Cobia","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","China","Constricted tagelus","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","China","Cupped oysters nei","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","China","Eucheuma seaweeds nei","Pacific, Northwest",2000,34931.25,NA,0.240214283002872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","China","Fusiform sargassum","Pacific, Northwest",2000,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA
"120","China","Gracilaria seaweeds","Pacific, Northwest",2000,18706.95,NA,0.128643451964089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","China","Groupers nei","Pacific, Northwest",2000,NA,NA,NA,2511,9,1,5,5,5,4,4.8,5.3
"122","China","Indo-Pacific swamp crab","Pacific, Northwest",2000,539.5,NA,0.00371001912843227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","China","Japanese carpet shell","Pacific, Northwest",2000,0,0,0,83,NA,NA,NA,NA,NA,NA,NA,NA
"124","China","Japanese isinglass","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","China","Japanese kelp","Pacific, Northwest",2000,380.8,NA,0.00261867522540687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","China","Japanese sea cucumber","Pacific, Northwest",2000,15,0.126050420168067,0.000103151597639451,119,NA,NA,NA,NA,NA,NA,NA,NA
"127","China","Japanese seabass","Pacific, Northwest",2000,12.45,4.15,8.56158260407446e-05,3,NA,NA,NA,NA,NA,NA,NA,NA
"128","China","Jellyfishes nei","Pacific, Northwest",2000,2555.73,1277.865,0.017575175509005,2,NA,NA,NA,NA,NA,NA,NA,NA
"129","China","Large yellow croaker","Pacific, Northwest",2000,0,0,0,147,NA,NA,NA,NA,NA,NA,NA,NA
"130","China","Lefteye flounders nei","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","China","Marine crabs nei","Pacific, Northwest",2000,51156.89,NA,0.351794328917711,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","China","Marine fishes nei","Pacific, Northwest",2000,4339.44,0.408687135053682,0.0298413445907027,10618,NA,NA,NA,NA,NA,NA,NA,NA
"133","China","Marine molluscs nei","Pacific, Northwest",2000,28.61,0.0189219576719577,0.000196744480564313,1512,NA,NA,NA,NA,NA,NA,NA,NA
"134","China","Nori nei","Pacific, Northwest",2000,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA
"135","China","Pearl oyster shells nei","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","China","Pen shells nei","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","China","Porgies, seabreams nei","Pacific, Northwest",2000,1985.1,NA,0.013651082431605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","China","Portunus swimcrabs nei","Pacific, Northwest",2000,14520,37.2307692307692,0.0998507465149889,390,NA,NA,NA,NA,NA,NA,NA,NA
"139","China","Red drum","Pacific, Northwest",2000,36,0.0198347107438017,0.000247563834334683,1815,1,1,2,5,4,5,3,4.4
"140","China","Righteye flounders nei","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","China","Scallops nei","Pacific, Northwest",2000,1718.14,NA,0.0118152590645498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","China","Sea mussels nei","Pacific, Northwest",2000,140.74,7.037,0.000967837056785092,20,NA,NA,NA,NA,NA,NA,NA,NA
"143","China","Sea snails","Pacific, Northwest",2000,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA
"144","China","Sea urchins nei","Pacific, Northwest",2000,21.6,NA,0.00014853830060081,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","China","Seaweeds nei","Pacific, Northwest",2000,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"146","China","Snubnose pompano","Pacific, Northwest",2000,6683.84,NA,0.0459632516244314,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","China","Tiger pufferfish","Pacific, Northwest",2000,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA
"148","China","Turbot","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","China","Wakame","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","China, Hong Kong SAR","Areolate grouper","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","China, Hong Kong SAR","Barramundi(=Giant seaperch)","Pacific, Northwest",2000,57047.4,NA,0.532624131353618,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","China, Hong Kong SAR","Cupped oysters nei","Pacific, Northwest",2000,NA,NA,NA,15460,NA,NA,NA,NA,NA,NA,NA,NA
"153","China, Hong Kong SAR","Goldlined seabream","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","China, Hong Kong SAR","Greasy grouper","Pacific, Northwest",2000,49452,NA,0.461709535293442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","China, Hong Kong SAR","Hong Kong grouper","Pacific, Northwest",2000,234,0.028391167192429,0.00218474543514247,8242,NA,NA,NA,NA,NA,NA,NA,NA
"156","China, Hong Kong SAR","Mangrove red snapper","Pacific, Northwest",2000,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA
"157","China, Hong Kong SAR","Marine fishes nei","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","China, Hong Kong SAR","Orange-spotted grouper","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","China, Hong Kong SAR","Russell's snapper","Pacific, Northwest",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","China, Hong Kong SAR","Silver seabream","Pacific, Northwest",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","China, Hong Kong SAR","Snappers nei","Pacific, Northwest",2000,372.9,NA,0.00348158791779755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","China, Hong Kong SAR","Snubnose pompano","Pacific, Northwest",2000,0,0,0,113,NA,NA,NA,NA,NA,NA,NA,NA
"163","Colombia","Cobia","Atlantic, Western Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Colombia","Cupped oysters nei","Atlantic, Western Central",2000,0,NA,NA,NA,5,10,7,7,7,10,7.7,6.9
"165","Colombia","Tarpon","Atlantic, Western Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Colombia","Whiteleg shrimp","Atlantic, Western Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Colombia","Whiteleg shrimp","Pacific, Southeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Cook Islands","Blacklip pearl oyster","Pacific, Eastern Central",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Cook Islands","Giant clams nei","Pacific, Eastern Central",2000,441828.03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Costa Rica","Natantian decapods nei","Pacific, Eastern Central",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Croatia","Atlantic bluefin tuna","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Croatia","Common dentex","Mediterranean and Black Sea",2000,17502.19,NA,0.754044620069381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Croatia","European flat oyster","Mediterranean and Black Sea",2000,NA,NA,NA,2626,NA,NA,NA,NA,NA,NA,NA,NA
"174","Croatia","European seabass","Mediterranean and Black Sea",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Croatia","Gilthead seabream","Mediterranean and Black Sea",2000,220.27,NA,0.00948986432341795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Croatia","Great Mediterranean scallop","Mediterranean and Black Sea",2000,385.89,4.43551724137931,0.0166252496652461,87,NA,NA,NA,NA,NA,NA,NA,NA
"177","Croatia","Marine fishes nei","Mediterranean and Black Sea",2000,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA
"178","Croatia","Marine molluscs nei","Mediterranean and Black Sea",2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Croatia","Meagre","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Croatia","Mediterranean mussel","Mediterranean and Black Sea",2000,4878.16,NA,0.210165145266829,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Croatia","Pargo breams nei","Mediterranean and Black Sea",2000,217.5,0.0967526690391459,0.00937052476662008,2248,NA,NA,NA,NA,NA,NA,NA,NA
"182","Croatia","Rainbow trout","Mediterranean and Black Sea",2000,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
"183","Croatia","Sharpsnout seabream","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Croatia","Turbot","Mediterranean and Black Sea",2000,7.07,NA,0.000304595908505765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Cuba","Mangrove cupped oyster","Atlantic, Western Central",2000,24110.8,8036.93333333333,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"186","Cuba","Tropical spiny lobsters nei","Atlantic, Western Central",2000,NA,NA,NA,3052,NA,NA,NA,NA,NA,NA,NA,NA
"187","Cyprus","Atlantic bluefin tuna","Mediterranean and Black Sea",2000,847.2,NA,0.0557670370207027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Cyprus","European seabass","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Cyprus","Gilthead seabream","Mediterranean and Black Sea",2000,7392.55,NA,0.48661545033923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Cyprus","Indian white prawn","Mediterranean and Black Sea",2000,NA,NA,NA,1180,NA,NA,NA,NA,NA,NA,NA,NA
"191","Cyprus","Japanese seabream","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Cyprus","Marbled spinefoot","Mediterranean and Black Sea",2000,18.17,NA,0.00119604233081465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Cyprus","Meagre","Mediterranean and Black Sea",2000,1.05,0.0110526315789474,6.91163702452051e-05,95,NA,NA,NA,NA,NA,NA,NA,NA
"194","Cyprus","Red porgy","Mediterranean and Black Sea",2000,6932.8,990.4,0.456352353939008,7,NA,NA,NA,NA,NA,NA,NA,NA
"195","Cyprus","Sharpsnout seabream","Mediterranean and Black Sea",2000,NA,NA,NA,1384,NA,NA,NA,NA,NA,NA,NA,NA
"196","Cyprus","Shi drum","Mediterranean and Black Sea",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Denmark","Atlantic cod","Atlantic, Northeast",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Denmark","Atlantic salmon","Atlantic, Northeast",2000,0,NA,0,NA,10,3,1,5,5,7,5.2,5.5
"199","Denmark","Blue mussel","Atlantic, Northeast",2000,1157.95,NA,0.121701924613017,NA,10,10,9,8,7,10,9,8.1
"200","Denmark","Brown seaweeds","Atlantic, Northeast",2000,NA,NA,NA,531,NA,NA,NA,NA,NA,NA,NA,NA
"201","Denmark","European eel","Atlantic, Northeast",2000,6400,NA,0.672647625133479,NA,10,3,3,3,6,7,5.3,5.9
"202","Denmark","European flounder","Atlantic, Northeast",2000,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA
