"country","calories_percentseafood","protein_percentseafood","polyunsatFA_percentseafood","vitaminA_percentseafood","zinc_percentseafood","iron_percentseafood","calories_percentseafood_norm","protein_percentseafood_norm","polyunsatFA_percentseafood_norm","vitaminA_percentseafood_norm","zinc_percentseafood_norm","iron_percentseafood_norm","mean_reliance"
"Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand",0.00995848823911963,0.0672942091379021,0.0155560929107861,0.0139095253487584,0.0342465894509354,0.0233174156498826,0.586738410185137,0.612578527345458,0.775546148685495,0.782348903079114,0.916339201390095,0.64901774717751,0.720428156310468
"Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iraq",0.000669193546896213,0.00434357415821623,0.000516167372839211,0.00216674991088834,0.000648474771176827,0.000454895753793874,0.0394278276364915,0.0395395130627556,0.0257334293629088,0.12187004038794,0.017351300186932,0.0126615840177555,0.0427639491091306
"Jordan",0.00329937999723658,0.0183232173550961,0.0027153743635501,0.00853750234494878,0.003479027787424,0.0030847031973339,0.194394262230546,0.166796068300825,0.135374489080767,0.480196514771962,0.0930886723452978,0.0858597346252217,0.19261829022577
"Kuwait",0.00482222781091976,0.0275109053096108,0.00375658915198371,0.00788327759214436,0.00923003185718796,0.00727577449504111,0.284118051996589,0.250431501854293,0.187284060703611,0.443399283745712,0.246968826864882,0.202514156913738,0.269119313679804
"Lebanon",0.00413521645424144,0.0261936823523421,0.00245157019822444,0.00731624516084444,0.00650444617681646,0.00447759914352335,0.243640427128479,0.238440834162579,0.122222580976409,0.411506232795747,0.174040075543524,0.124629648179219,0.219079966464326
"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saudi Arabia",0.00267994779555346,0.0165897766606756,0.00263937980658734,0.00569916717496022,0.00447610480950108,0.00241978740272835,0.157898294518768,0.15101657462028,0.131585794431568,0.320552792133386,0.119767555608798,0.0673524455861033,0.158028909483151
"Syrian Arab Republic",0.00356006861637309,0.0197357826069556,0.00248528058036395,0.0042308752203294,0.00952949383935088,0.00860563642546026,0.209753624241405,0.179654635967327,0.123903205872966,0.237967903626904,0.254981559168488,0.2395295795102,0.207631751397882
"Turkey",0.00278242364976737,0.0136302165667808,0.00225536565995039,0.00382125203945622,0.00313703308907376,0.00360234856778592,0.163936010117772,0.124075728043225,0.112440839835769,0.214928422537744,0.0839378881711574,0.100267893625867,0.133264463721922
"United Arab Emirates",0.00881910448585945,0.0522558540662718,0.00542000264277265,0.0175997184983159,0.0101636947892382,0.00657370152250794,0.519607717661695,0.47568452827045,0.270213234105396,0.989905846275891,0.271950933382326,0.182972633709386,0.451722482234191
"West Bank and Gaza Strip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda",0.0321242893063484,0.166155261177853,0.0242226116937222,0.0167076765223793,0.0406397144987749,0.0500017298494166,1,1,1,0.93973245474195,1,1,0.989955409123658
"Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas",0.0152497002544242,0.0945537242286606,0.0152541191960938,0.0166775453217793,0.0527277237799603,0.0234453294294142,0.898488271335422,0.860721626497254,0.760491304723263,0.938037708792911,1,0.652578103705485,0.851719502509056
"Barbados",0.0228549635340254,0.135514012537534,0.0178308535430777,0.0409088243347127,0.0417351501903039,0.0276265974867896,1,1,0.888953921297338,1,1,0.768959662266274,0.942985597260602
"British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba",0.00128008164224078,0.0092864736065943,0.00135656729890179,0.000513954388642768,0.0017857324588681,0.00139524970503169,0.0754203900874348,0.0845346783777857,0.0676314129858718,0.0289076472493188,0.0477810106492479,0.0388354281583651,0.0571850945846707
"Dominica",0.0148944915461505,0.0947856834933842,0.0243710637379031,0.00267698709425149,0.0184329924920996,0.0124067809687925,0.87755993484779,0.862833149414439,1,0.150568611381951,0.493213306499892,0.345330767139756,0.621584294880638
"Dominican Republic",0.00394162279063966,0.0311010629440269,0.00261901426945636,0.000219791093896357,0.00602366852359535,0.00505529832502613,0.232234194005924,0.283112671672663,0.130570474326551,0.0123622709549699,0.161175862847833,0.140709347016989,0.160027470137488
"Grenada",0.0231197554792843,0.133615200001244,0.0256379188493963,0.034542877101681,0.0368185048920514,0.0233933099829346,1,1,1,1,0.985156183727317,0.651130192647478,0.939381062729132
"Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haiti",0.00327423729641016,0.0259559569147832,0.00286333856898438,0.000537087128247943,0.00363686647701905,0.00357283549089977,0.192912893979017,0.236276821830493,0.142751217307191,0.0302087609107522,0.0973119769455764,0.0994464256312769,0.133151349434051
"Jamaica",0.0134770830057379,0.0874639289312313,0.0156232517191482,0.00918153572441412,0.0286939356280284,0.0177033837953206,0.79404846065459,0.796183289274507,0.778894338714588,0.516420526399794,0.76776632300266,0.492756591930275,0.691011588329402
"Martinique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",0.020467522768136,0.146436043780868,0.0156422795351878,0.0540129866210919,0.0546154101627366,0.0290702224217835,1,1,0.779842966980826,1,1,0.809141568235074,0.931497422535983
"Saint Lucia",0.0204497011659057,0.108902568648453,0.0434492109006344,0.0469003966267646,0.0386332863378792,0.0227675721849972,1,0.991339016855065,1,1,1,0.633713385311748,0.937508733694469
"Saint Vincent and the Grenadines",0.0100120009789127,0.0615290934750233,0.0109302615630544,0.0130944461676359,0.0176550574904183,0.0105839414977138,0.589891296357909,0.560098735874762,0.544926178312699,0.736504326266813,0.472398026800425,0.294593790763401,0.533068725729335
"Trinidad and Tobago",0.0101034147809571,0.0707721587018781,0.00973458527706218,0.026941090528947,0.0242270657209412,0.0103839665266805,0.595277253301636,0.644238268196506,0.485315957160517,1,0.648245866542668,0.289027680558878,0.610350837626701
"Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize",0.00736299593079345,0.0508352775262901,0.00858175935263148,0.00225413178427625,0.0149750620986308,0.011276042106686,0.433816099682947,0.462753033926557,0.427842032896597,0.126784881914156,0.400689139100584,0.313857742858263,0.360957155063184
"Costa Rica",0.00247753406126196,0.0175869875083902,0.00241504601081491,0.000122394827321143,0.00422465527886396,0.00344383084776566,0.145972396751344,0.160094175209866,0.120401674336048,0.00688416437630643,0.113039496967395,0.0958557059683644,0.107041268934887
"El Salvador",0.00279264846858423,0.0208007005719997,0.00247856725041483,0.000434597624809463,0.00347340328260653,0.00225086626031854,0.164538440305265,0.189348573783486,0.123568514044063,0.0244441824235808,0.0929381769431195,0.0626506887128875,0.109581429368734
"Guatemala",0.000418840854107833,0.00314451422752658,0.000355878141294547,1.22015709940776e-05,0.000633871636325953,0.000435179343875917,0.024677442093514,0.0286244822458304,0.017742239228397,0.000686284071074405,0.0169605627400334,0.0121127967876644,0.0168006345277523
"Honduras",0.000885742971075743,0.00666507289952218,0.0012100740514432,3.38010710545527e-05,0.00156792216407459,0.00122962346717602,0.052186577942636,0.0606720933902739,0.0603280190985696,0.00190115983107856,0.041953040191881,0.0342253817715514,0.0418777120376651
"Mexico",0.00382667725266843,0.0259924178337563,0.00299876167699892,0.000606433583386641,0.00327545877034104,0.00364147110551922,0.225461784320066,0.236608725219155,0.14950271143017,0.0341091904185807,0.0876417570894351,0.101356831683359,0.139113500026794
"Nicaragua",0.00257212648796168,0.0176158267808681,0.00280909656772072,3.27539680602353e-05,0.00397698970594267,0.00301100379807291,0.151545633243137,0.160356698825055,0.140046992318417,0.0018422649472867,0.106412686036992,0.0838083830176972,0.107335443064764
"Panama",0.00654987860794981,0.0398868569956973,0.00538884677559296,0.000398192240031147,0.00745974906844689,0.00662462105209794,0.385908510313595,0.363089668960851,0.268659964081956,0.0223965415348117,0.199601204486201,0.184389929642952,0.237340969836728
"Argentina",0.00206920027837453,0.0113056522229991,0.00135935299701791,0.000231320305218573,0.00295748774130848,0.0031378916808171,0.121914014711478,0.102915241566365,0.0677702934526926,0.013010737786522,0.0791337764852257,0.0873401846992945,0.0786807081169297
"Bolivia (Plurinational State of)",0.000642505725409109,0.00403221766638916,0.0005880017844228,0.000383577761434079,0.000537868154718391,0.000601069742828425,0.0378554233142033,0.036705237964106,0.029314720729979,0.0215745421485774,0.0143917885912097,0.0167301958435104,0.0260953180985976
"Brazil",0.0020718732389429,0.0133831175575691,0.00105442735882323,0.000744331497973703,0.00263462468721446,0.00240002968510949,0.122071501329599,0.121826388180099,0.0525682818876048,0.0418653344644101,0.0704948995082717,0.0668025085960482,0.0792714856610054
"Chile",0.00518685988410614,0.0304148306943835,0.0048535954914014,0.00087651171361738,0.00635677607099759,0.00584093711388793,0.305601598272565,0.276865906218565,0.241975109831317,0.0492998833885991,0.170088852691709,0.162576844020025,0.201068032403797
"Colombia",0.0023986481280335,0.0181514626620871,0.00256583127870991,3.49302159425467e-05,0.00280833802767313,0.00240622902377113,0.141324562066295,0.165232587010889,0.127919046112183,0.00196466920630094,0.0751429636284889,0.0669750612010444,0.0964264815375336
