"","country","species","area","year","value","value.kg","relative.value"
"22753","Korea, Republic of","Silver seabream","Pacific, Northwest",2006,2243.07,NA,0.00371449768078838
"22754","Korea, Republic of","Wakame","Pacific, Northwest",2006,21.09,0.0929074889867841,3.49247932912602e-05
"22755","Korea, Republic of","Whiteleg shrimp","Pacific, Northwest",2006,NA,NA,NA
"22756","Korea, Republic of","Yesso scallop","Pacific, Northwest",2006,NA,NA,NA
"22757","Kuwait","European seabass","Atlantic, Northeast",2006,10393.74,NA,0.0259360803608404
"22758","Kuwait","Gilthead seabream","Indian Ocean, Western",2006,390350.7,139.510614724803,0.97406391963916
"22759","Kuwait","Goldsilk seabream","Indian Ocean, Western",2006,NA,NA,NA
"22760","Kuwait","Marine fishes nei","Indian Ocean, Western",2006,NA,NA,NA
"22761","Kuwait","Orange-spotted grouper","Indian Ocean, Western",2006,0,NA,0
"22762","Kuwait","Sobaity seabream","Indian Ocean, Western",2006,NA,NA,NA
"22763","Libya","European seabass","Mediterranean and Black Sea",2006,0,NA,0
"22764","Libya","Gilthead seabream","Mediterranean and Black Sea",2006,8.84,NA,1
"22765","Madagascar","Brine shrimp","Indian Ocean, Western",2006,201.7,100.85,1
"22766","Madagascar","Eucheuma seaweeds nei","Indian Ocean, Western",2006,0,0,0
"22767","Madagascar","Giant tiger prawn","Indian Ocean, Western",2006,NA,NA,NA
"22768","Madagascar","Sea cucumbers nei","Indian Ocean, Western",2006,NA,NA,NA
"22769","Malaysia","Blood cockle","Indian Ocean, Eastern",2006,931.7,NA,0.00962927050188684
"22770","Malaysia","Blood cockle","Pacific, Western Central",2006,73.05,2.435,0.000754983589312905
"22771","Malaysia","Cupped oysters nei","Indian Ocean, Eastern",2006,NA,NA,NA
"22772","Malaysia","Cupped oysters nei","Pacific, Western Central",2006,NA,NA,NA
"22773","Malaysia","Elkhorn sea moss","Pacific, Western Central",2006,NA,NA,NA
"22774","Malaysia","Green mussel","Indian Ocean, Eastern",2006,0,NA,0
"22775","Malaysia","Green mussel","Pacific, Western Central",2006,0,NA,0
"22776","Malaysia","Sandfish","Pacific, Western Central",2006,95752.32,NA,0.9896157459088
"22777","Malaysia","Seaweeds nei","Pacific, Western Central",2006,0,0,0
"22778","Malaysia","Spiny eucheuma","Pacific, Western Central",2006,NA,NA,NA
"22779","Malta","Atlantic bluefin tuna","Mediterranean and Black Sea",2006,0,NA,0
"22780","Malta","European eel","Mediterranean and Black Sea",2006,NA,NA,NA
"22781","Malta","European seabass","Mediterranean and Black Sea",2006,52544.62,NA,0.999752271981771
"22782","Malta","Gilthead seabream","Mediterranean and Black Sea",2006,0,0,0
"22783","Malta","Marine fishes nei","Mediterranean and Black Sea",2006,0,NA,0
"22784","Malta","Turbot","Mediterranean and Black Sea",2006,13.02,NA,0.000247728018229129
"22785","Marshall Islands","Sixfinger threadfin","Pacific, Western Central",2006,NA,NA,NA
"22786","Martinique","Cobia","Atlantic, Western Central",2006,885.84,NA,0.993294611020161
"22787","Martinique","Marine fishes nei","Atlantic, Western Central",2006,NA,NA,NA
"22788","Martinique","Red drum","Atlantic, Western Central",2006,5.98,NA,0.00670538897983898
"22789","Mauritius","European seabass","Indian Ocean, Western",2006,NA,NA,NA
"22790","Mauritius","Giant tiger prawn","Indian Ocean, Western",2006,0,NA,0
"22791","Mauritius","Goldlined seabream","Indian Ocean, Western",2006,NA,NA,NA
"22792","Mauritius","Hooded oyster","Indian Ocean, Western",2006,0,NA,0
"22793","Mauritius","Indo-Pacific swamp crab","Indian Ocean, Western",2006,108.5,NA,0.00140266125562616
"22794","Mauritius","Marine fishes nei","Indian Ocean, Western",2006,0,0,0
"22795","Mauritius","Red drum","Indian Ocean, Western",2006,6525.37,NA,0.0843583749089886
"22796","Mauritius","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2006,0,0,0
"22797","Mauritius","Tilapias nei","Indian Ocean, Western",2006,70719.09,NA,0.914238963835385
"22798","Mayotte","Cobia","Indian Ocean, Western",2006,2364.71,0.0378311229142336,0.954393371298497
"22799","Mayotte","Goldlined seabream","Indian Ocean, Western",2006,NA,NA,NA
"22800","Mayotte","Mangrove red snapper","Indian Ocean, Western",2006,NA,NA,NA
"22801","Mayotte","Marine fishes nei","Indian Ocean, Western",2006,13,NA,0.00524678029309322
"22802","Mayotte","Red drum","Indian Ocean, Western",2006,100,NA,0.0403598484084094
"22803","Mexico","Abalones nei","Pacific, Eastern Central",2006,652.94,13.0588,0.00154005936306868
"22804","Mexico","Bastard halibuts nei","Pacific, Eastern Central",2006,0,0,0
"22805","Mexico","Clams, etc. nei","Atlantic, Western Central",2006,39000,NA,0.0919874952670665
"22806","Mexico","Clams, etc. nei","Pacific, Eastern Central",2006,NA,NA,NA
"22807","Mexico","Common snook","Atlantic, Western Central",2006,NA,NA,NA
"22808","Mexico","Crevalle jack","Atlantic, Western Central",2006,NA,NA,NA
"22809","Mexico","Flathead grey mullet","Pacific, Eastern Central",2006,11809.01,NA,0.02785336542266
"22810","Mexico","Gastropods nei","Atlantic, Western Central",2006,3054.33,1.52640179910045,0.00720410683125793
"22811","Mexico","Jacks, crevalles nei","Pacific, Eastern Central",2006,264.32,0.174009216589862,0.000623439352538231
"22812","Mexico","Marine fishes nei","Atlantic, Western Central",2006,3640,4.40677966101695,0.00858549955825954
"22813","Mexico","Marine fishes nei","Pacific, Eastern Central",2006,NA,NA,NA
"22814","Mexico","Mojarras(=Silver-biddies) nei","Atlantic, Western Central",2006,168809.08,NA,0.398162165321483
"22815","Mexico","Pacific bluefin tuna","Pacific, Eastern Central",2006,0,0,0
"22816","Mexico","Pacific calico scallop","Pacific, Eastern Central",2006,155.82,NA,0.000367525423397802
"22817","Mexico","Pacific cupped oyster","Atlantic, Western Central",2006,NA,NA,NA
"22818","Mexico","Pacific cupped oyster","Pacific, Eastern Central",2006,0,NA,0
"22819","Mexico","Red abalone","Pacific, Eastern Central",2006,NA,NA,NA
"22820","Mexico","Red drum","Atlantic, Western Central",2006,NA,NA,NA
"22821","Mexico","Sea mussels nei","Pacific, Eastern Central",2006,NA,NA,NA
"22822","Mexico","Snappers nei","Pacific, Eastern Central",2006,NA,NA,NA
"22823","Mexico","Whiteleg shrimp","Atlantic, Western Central",2006,NA,NA,NA
"22824","Mexico","Whiteleg shrimp","Pacific, Eastern Central",2006,196529.17,NA,0.46354425885168
"22825","Mexico","Yellowfin tuna","Pacific, Eastern Central",2006,56,0.0020351055711015,0.000132084608588608
"22826","Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",2006,NA,NA,NA
"22827","Micronesia, Fed.States of","Eucheuma seaweeds nei","Pacific, Western Central",2006,5,NA,1
"22828","Montenegro","European flat oyster","Mediterranean and Black Sea",2006,251.32,251.32,1
"22829","Montenegro","European seabass","Mediterranean and Black Sea",2006,NA,NA,NA
"22830","Montenegro","Gilthead seabream","Mediterranean and Black Sea",2006,NA,NA,NA
"22831","Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2006,NA,NA,NA
"22832","Morocco","Atlantic bluefin tuna","Atlantic, Eastern Central",2006,16.47,NA,6.81386969589166e-05
"22833","Morocco","European flat oyster","Mediterranean and Black Sea",2006,NA,NA,NA
"22834","Morocco","European seabass","Mediterranean and Black Sea",2006,0,NA,0
"22835","Morocco","Gilthead seabream","Mediterranean and Black Sea",2006,NA,NA,NA
"22836","Morocco","Marine fishes nei","Mediterranean and Black Sea",2006,0,NA,0
"22837","Morocco","Mediterranean mussel","Mediterranean and Black Sea",2006,0,NA,0
"22838","Morocco","Penaeus shrimps nei","Mediterranean and Black Sea",2006,13.56,NA,5.60996193541535e-05
"22839","Morocco","Yesso scallop","Atlantic, Eastern Central",2006,241682.84,60420.71,0.999875761683687
"22840","Mozambique","Elkhorn sea moss","Indian Ocean, Western",2006,0,0,0
"22841","Mozambique","Giant tiger prawn","Indian Ocean, Western",2006,708.71,NA,1
"22842","Mozambique","Indian white prawn","Indian Ocean, Western",2006,NA,NA,NA
"22843","Mozambique","Japanese meagre","Indian Ocean, Western",2006,0,NA,0
"22844","Mozambique","Spiny eucheuma","Indian Ocean, Western",2006,NA,NA,NA
"22845","Myanmar","Aquatic invertebrates nei","Indian Ocean, Eastern",2006,0,NA,0
"22846","Myanmar","Barramundi(=Giant seaperch)","Indian Ocean, Eastern",2006,1261.55,NA,0.539795215417464
"22847","Myanmar","Elkhorn sea moss","Indian Ocean, Eastern",2006,89.9,0.456345177664975,0.0384666401379493
"22848","Myanmar","Giant tiger prawn","Indian Ocean, Eastern",2006,NA,NA,NA
"22849","Myanmar","Groupers nei","Indian Ocean, Eastern",2006,NA,NA,NA
"22850","Myanmar","Indo-Pacific swamp crab","Indian Ocean, Eastern",2006,103.64,NA,0.0443457462057516
"22851","Myanmar","Orange mud crab","Indian Ocean, Eastern",2006,882,220.5,0.377392398238835
"22852","Namibia","Blue mussel","Atlantic, Southeast",2006,NA,NA,NA
"22853","Namibia","European flat oyster","Atlantic, Southeast",2006,38.4,NA,0.000775524135159316
"22854","Namibia","Gracilaria seaweeds","Atlantic, Southeast",2006,NA,NA,NA
"22855","Namibia","Mediterranean mussel","Atlantic, Southeast",2006,150.5,NA,0.00303948912347596
"22856","Namibia","Pacific cupped oyster","Atlantic, Southeast",2006,49326,1298.05263157895,0.996184986741365
"22857","Namibia","Perlemoen abalone","Atlantic, Southeast",2006,0,0,0
"22858","Netherlands","Aquatic invertebrates nei","Atlantic, Northeast",2006,266652,NA,0.66808743273451
"22859","Netherlands","Blue mussel","Atlantic, Northeast",2006,0,0,0
"22860","Netherlands","Cupped oysters nei","Atlantic, Northeast",2006,0,NA,0
"22861","Netherlands","European flat oyster","Atlantic, Northeast",2006,80081.24,NA,0.20064079790062
"22862","Netherlands","Rainbow trout","Atlantic, Northeast",2006,52394.16,1.48043739933882,0.131271769364869
"22863","Netherlands","Soles nei","Atlantic, Northeast",2006,NA,NA,NA
"22864","Netherlands Antilles","Stromboid conchs nei","Atlantic, Western Central",2006,NA,NA,NA
"22865","New Caledonia","Blue shrimp","Pacific, Western Central",2006,530.35,NA,1
"22866","New Caledonia","Pacific cupped oyster","Pacific, Western Central",2006,NA,NA,NA
"22867","New Zealand","Abalones nei","Pacific, Southwest",2006,101998.31,NA,1
"22868","New Zealand","Chinook(=Spring=King) salmon","Pacific, Southwest",2006,0,0,0
"22869","New Zealand","New Zealand mussel","Pacific, Southwest",2006,NA,NA,NA
"22870","New Zealand","Pacific cupped oyster","Pacific, Southwest",2006,NA,NA,NA
"22871","Nicaragua","Blue shrimp","Pacific, Eastern Central",2006,358.9,NA,1
"22872","Nigeria","Snappers nei","Atlantic, Eastern Central",2006,466265.9,10136.2152173913,1
"22873","Norway","Arctic char","Atlantic, Northeast",2006,14400,NA,0.0114325796365511
"22874","Norway","Atlantic cod","Atlantic, Northeast",2006,0,0,0
"22875","Norway","Atlantic halibut","Atlantic, Northeast",2006,NA,NA,NA
"22876","Norway","Atlantic salmon","Atlantic, Northeast",2006,1009960.25,NA,0.801836874158063
"22877","Norway","Blue mussel","Atlantic, Northeast",2006,4,2.58057856571443e-05,3.17571656570865e-06
"22878","Norway","Chars nei","Atlantic, Northeast",2006,20,20,1.58785828285433e-05
"22879","Norway","European flat oyster","Atlantic, Northeast",2006,187629.83,46907.4575,0.148964789838025
"22880","Norway","Finfishes nei","Atlantic, Northeast",2006,9188.19,0.271166037067643,0.00729477179796965
"22881","Norway","Great Atlantic scallop","Atlantic, Northeast",2006,24535.1,4.91882518043304,0.0194791308778296
"22882","Norway","Marine crustaceans nei","Atlantic, Northeast",2006,1953.06,0.479749447310243,0.00155059124895573
"22883","Norway","Marine molluscs nei","Atlantic, Northeast",2006,213.46,4.6404347826087,0.000169472114529042
"22884","Norway","Pacific cupped oyster","Atlantic, Northeast",2006,672,NA,0.000533520383039054
"22885","Norway","Rainbow trout","Atlantic, Northeast",2006,98.76,1.17571428571429,7.84084420073466e-05
"22886","Norway","Scallops nei","Atlantic, Northeast",2006,10883.6,777.4,0.00864080720363667
"22887","Oman","European seabass","Indian Ocean, Western",2006,42569.1,35.9840236686391,0.587473994721317
"22888","Oman","Gilthead seabream","Indian Ocean, Western",2006,NA,NA,NA
"22889","Oman","Porgies, seabreams nei","Indian Ocean, Western",2006,NA,NA,NA
"22890","Oman","Yellowfin seabream","Indian Ocean, Western",2006,40,NA,0.000552019182666598
"22891","Oman","Yellowfin tuna","Indian Ocean, Western",2006,29852.15,2985.215,0.411973986096017
"22892","Pakistan","Penaeus shrimps nei","Indian Ocean, Western",2006,0,0,NA
"22893","Palau","Bear paw clam","Pacific, Western Central",2006,0,NA,0
"22894","Palau","Crocus giant clam","Pacific, Western Central",2006,NA,NA,NA
"22895","Palau","Elongate giant clam","Pacific, Western Central",2006,42658,NA,0.851651384737077
"22896","Palau","Fluted giant clam","Pacific, Western Central",2006,1835.22,0.0473238782877772,0.0366394967953767
"22897","Palau","Giant clam","Pacific, Western Central",2006,4503.35,10.2816210045662,0.0899077374339096
"22898","Palau","Milkfish","Pacific, Western Central",2006,1092,1.85084745762712,0.021801381033637
"22899","Palau","Smooth giant clam","Pacific, Western Central",2006,NA,NA,NA
"22900","Panama","Cobia","Atlantic, Western Central",2006,275,NA,1
"22901","Papua New Guinea","Elkhorn sea moss","Pacific, Western Central",2006,413.63,7.52054545454545,0.244950048263977
"22902","Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central",2006,1275,39.84375,0.755049951736023
"22903","Peru","[Chondracanthus chamissoi]","Pacific, Southeast",2006,24,0.016,0.00449953036151852
"22904","Peru","Brine shrimp","Pacific, Southeast",2006,44.1,11.025,0.00826788703929028
"22905","Peru","False abalone","Pacific, Southeast",2006,NA,NA,NA
"22906","Peru","Flatfishes nei","Pacific, Southeast",2006,0,NA,0
"22907","Peru","Giant kelps nei","Pacific, Southeast",2006,0,NA,0
"22908","Peru","Gracilaria seaweeds","Pacific, Southeast",2006,0,NA,0
"22909","Peru","Marine fishes nei","Pacific, Southeast",2006,1074.59,NA,0.201464597132674
"22910","Peru","Pacific cupped oyster","Pacific, Southeast",2006,0,0,0
"22911","Peru","Peruvian calico scallop","Pacific, Southeast",2006,0,NA,0
"22912","Peru","Whiteleg shrimp","Pacific, Southeast",2006,4191.2,NA,0.785767985466517
"22913","Philippines","Banana prawn","Pacific, Western Central",2006,0,0,0
"22914","Philippines","Caulerpa seaweeds","Pacific, Western Central",2006,443.7,NA,0.000266730146477773
"22915","Philippines","Elkhorn sea moss","Pacific, Western Central",2006,746.76,8.58344827586207,0.000448914591353936
"22916","Philippines","Flathead lobster","Pacific, Western Central",2006,1422184.1,16930.7630952381,0.854945623870541
"22917","Philippines","Giant tiger prawn","Pacific, Western Central",2006,0,0,0
"22918","Philippines","Gracilaria seaweeds","Pacific, Western Central",2006,2239.24,NA,0.00134611857831618
"22919","Philippines","Green mussel","Pacific, Western Central",2006,NA,NA,NA
"22920","Philippines","Groupers, seabasses nei","Pacific, Western Central",2006,NA,NA,NA
"22921","Philippines","Indo-Pacific swamp crab","Pacific, Western Central",2006,177.8,NA,0.000106884426512842
"22922","Philippines","Jacks, crevalles nei","Pacific, Western Central",2006,0,0,0
"22923","Philippines","Marine fishes nei","Pacific, Western Central",2006,1444,NA,0.000868060246819706
"22924","Philippines","Milkfish","Pacific, Western Central",2006,NA,NA,NA
"22925","Philippines","Penaeus shrimps nei","Pacific, Western Central",2006,188199.2,NA,0.113135903049357
"22926","Philippines","Slipper cupped oyster","Pacific, Western Central",2006,14.21,0.000369975005207249,8.54233802445154e-06
"22927","Philippines","Snappers nei","Pacific, Western Central",2006,0,0,0
"22928","Philippines","Snubnose pompano","Pacific, Western Central",2006,NA,NA,NA
"22929","Philippines","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2006,NA,NA,NA
"22930","Philippines","Spiny eucheuma","Pacific, Western Central",2006,1200,NA,0.000721379706498371
"22931","Philippines","Tilapias nei","Pacific, Western Central",2006,46830,15.61,0.0281518430460989
"22932","Philippines","Tropical spiny lobsters nei","Pacific, Western Central",2006,0,0,0
"22933","Portugal","[Solea spp]","Atlantic, Northeast",2006,NA,NA,NA
"22934","Portugal","Atlantic bluefin tuna","Atlantic, Northeast",2006,6.17,NA,1.25991192827642e-05
"22935","Portugal","Atlantic ditch shrimp","Atlantic, Northeast",2006,13.18,6.59,2.69135157450295e-05
"22936","Portugal","Blackspot(=red) seabream","Atlantic, Northeast",2006,NA,NA,NA
"22937","Portugal","Common cuttlefish","Atlantic, Northeast",2006,357.86,NA,0.000730748918400323
"22938","Portugal","Common edible cockle","Atlantic, Northeast",2006,1939.86,64.662,0.00396118760646077
"22939","Portugal","Common sole","Atlantic, Northeast",2006,74415.3,254.846917808219,0.151955792733012
"22940","Portugal","Croakers, drums nei","Atlantic, Northeast",2006,0,0,0
"22941","Portugal","European seabass","Atlantic, Northeast",2006,397.32,NA,0.000811326105904031
"22942","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2006,10441.98,497.237142857143,0.0213224880985799
"22943","Portugal","Gilthead seabream","Atlantic, Northeast",2006,302719.75,191.110953282828,0.618152713046768
"22944","Portugal","Golden carpet shell","Atlantic, Northeast",2006,NA,NA,NA
"22945","Portugal","Green seaweeds","Atlantic, Northeast",2006,49.36,NA,0.000100792954262114
"22946","Portugal","Grooved carpet shell","Atlantic, Northeast",2006,NA,NA,NA
"22947","Portugal","Marine fishes nei","Atlantic, Northeast",2006,0,NA,0
"22948","Portugal","Marine molluscs nei","Atlantic, Northeast",2006,0,NA,0
"22949","Portugal","Meagre","Atlantic, Northeast",2006,49233.07,NA,0.100533763628311
"22950","Portugal","Octopuses nei","Atlantic, Northeast",2006,1035,0.023784355179704,0.00211346652474245
"22951","Portugal","Peppery furrow","Atlantic, Northeast",2006,NA,NA,NA
"22952","Portugal","Pullet carpet shell","Atlantic, Northeast",2006,0,NA,0
"22953","Portugal","Red seaweeds","Atlantic, Northeast",2006,47626.84,NA,0.0972538473616086
"22954","Portugal","Sargo breams nei","Atlantic, Northeast",2006,1117.12,0.0927378382865681,0.00228115528900511
"22955","Portugal","Sea mussels nei","Atlantic, Northeast",2006,0,0,0
"22956","Portugal","Solen razor clams nei","Atlantic, Northeast",2006,0,NA,0
"22957","Portugal","Spotted seabass","Atlantic, Northeast",2006,189,NA,0.000385937365387753
"22958","Portugal","Turbot","Atlantic, Northeast",2006,174.96,4.16571428571429,0.000357267732530377
"22959","Portugal","White seabream","Atlantic, Northeast",2006,NA,NA,NA
"22960","Puerto Rico","Bluegill","Atlantic, Western Central",2006,2.26,NA,7.39691450476021e-05
"22961","Puerto Rico","Cobia","Atlantic, Western Central",2006,16116.1,NA,0.527475282522858
"22962","Puerto Rico","Mangrove cupped oyster","Atlantic, Western Central",2006,12506.26,7.96070019096117,0.409326265461515
"22963","Puerto Rico","Penaeus shrimps nei","Atlantic, Western Central",2006,1928.66,0.174476207707617,0.0631244828705789
"22964","Qatar","White-spotted spinefoot","Indian Ocean, Western",2006,NA,NA,NA
"22965","Qatar","Yellowfin seabream","Indian Ocean, Western",2006,2490.8,NA,1
"22966","Romania","Mediterranean mussel","Mediterranean and Black Sea",2006,0,0,NA
"22967","Romania","Turbot","Mediterranean and Black Sea",2006,0,NA,NA
"22968","Russian Federation","Aquatic invertebrates nei","Pacific, Northwest",2006,5196.37,NA,0.0181882916274397
"22969","Russian Federation","Atlantic cod","Atlantic, Northeast",2006,850,0.964812712826334,0.0029751630240579
"22970","Russian Federation","Atlantic salmon","Atlantic, Northeast",2006,0,NA,0
"22971","Russian Federation","Brown seaweeds","Atlantic, Northeast",2006,74693.85,NA,0.261442800758268
"22972","Russian Federation","Brown seaweeds","Pacific, Northwest",2006,NA,NA,NA
"22973","Russian Federation","Cupped oysters nei","Mediterranean and Black Sea",2006,2344.36,NA,0.00820570963185928
"22974","Russian Federation","Cupped oysters nei","Pacific, Northwest",2006,NA,NA,NA
"22975","Russian Federation","Flatfishes nei","Mediterranean and Black Sea",2006,213.84,NA,0.000748481013017108
"22976","Russian Federation","Japanese sea cucumber","Pacific, Northwest",2006,56694.71,1574.85305555556,0.198442358649042
"22977","Russian Federation","Marine fishes nei","Mediterranean and Black Sea",2006,6138.72,0.913635957731805,0.021486697363582
"22978","Russian Federation","Mediterranean mussel","Mediterranean and Black Sea",2006,NA,NA,NA
"22979","Russian Federation","Mullets nei","Mediterranean and Black Sea",2006,0,NA,0
"22980","Russian Federation","Sea cucumbers nei","Pacific, Northwest",2006,NA,NA,NA
"22981","Russian Federation","Sea mussels nei","Atlantic, Northeast",2006,NA,NA,NA
"22982","Russian Federation","Sea mussels nei","Mediterranean and Black Sea",2006,NA,NA,NA
"22983","Russian Federation","Sea mussels nei","Pacific, Northwest",2006,120000.01,NA,0.420023050163034
"22984","Russian Federation","Sea trout","Atlantic, Northeast",2006,5119.5,NA,0.0179192318843111
"22985","Russian Federation","Sea trout","Mediterranean and Black Sea",2006,353.48,0.103568707881629,0.00123724779499293
"22986","Russian Federation","Sea urchins nei","Pacific, Northwest",2006,NA,NA,NA
"22987","Russian Federation","Silver carp","Mediterranean and Black Sea",2006,NA,NA,NA
"22988","Russian Federation","Sturgeons nei","Mediterranean and Black Sea",2006,14093.79,NA,0.0493309680903965
"22989","Russian Federation","Yesso scallop","Pacific, Northwest",2006,0,0,0
"22990","R_union","Cobia","Indian Ocean, Western",2006,189000.02,NA,0.912201925382952
"22991","R_union","Drums nei","Indian Ocean, Western",2006,17970.97,NA,0.0867362523824033
"22992","R_union","Mangrove red snapper","Indian Ocean, Western",2006,NA,NA,NA
"22993","R_union","Pargo breams nei","Indian Ocean, Western",2006,220,NA,0.00106182223464447
"22994","R_union","Red drum","Indian Ocean, Western",2006,0,0,0
"22995","Saint Lucia","Eucheuma seaweeds nei","Atlantic, Western Central",2006,0,NA,0
"22996","Saint Lucia","Gracilaria seaweeds","Atlantic, Western Central",2006,7617.8,NA,1
"22997","Samoa","Bear paw clam","Pacific, Eastern Central",2006,NA,NA,NA
"22998","Samoa","Elongate giant clam","Pacific, Eastern Central",2006,NA,NA,NA
"22999","Samoa","Fluted giant clam","Pacific, Eastern Central",2006,261877.95,NA,0.999465685461626
"23000","Samoa","Giant clam","Pacific, Eastern Central",2006,NA,NA,NA
"23001","Samoa","Smooth giant clam","Pacific, Eastern Central",2006,140,NA,0.000534314538374184
"23002","Saudi Arabia","Barramundi(=Giant seaperch)","Indian Ocean, Western",2006,0,0,0
"23003","Saudi Arabia","Croakers, drums nei","Indian Ocean, Western",2006,228,NA,0.0005203254051184
"23004","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2006,359241.88,1575.62228070175,0.819836301519718
"23005","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2006,NA,NA,NA
"23006","Saudi Arabia","Gilthead seabream","Indian Ocean, Western",2006,33632,NA,0.0767525615129036
"23007","Saudi Arabia","Goldlined seabream","Indian Ocean, Western",2006,0,0,0
"23008","Saudi Arabia","Groupers nei","Indian Ocean, Western",2006,0,NA,0
"23009","Saudi Arabia","Indian white prawn","Indian Ocean, Western",2006,45000,NA,0.102695803641789
"23010","Saudi Arabia","Sobaity seabream","Indian Ocean, Western",2006,20,0.000222222222222222,4.56425793963509e-05
"23011","Saudi Arabia","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2006,65.45,3.2725,0.000149365341074558
"23012","Saudi Arabia","Whiteleg shrimp","Indian Ocean, Western",2006,0,0,0
"23013","Senegal","Blue mussel","Atlantic, Eastern Central",2006,NA,NA,NA
"23014","Senegal","Gasar cupped oyster","Atlantic, Eastern Central",2006,0,NA,0
"23015","Senegal","Pacific cupped oyster","Atlantic, Eastern Central",2006,300522.72,NA,1
"23016","Serbia and Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2006,312.13,0.00651900584795322,1
"23017","Seychelles","Giant tiger prawn","Indian Ocean, Western",2006,172712.81,2657.12015384615,1
"23018","Singapore","Banana prawn","Pacific, Western Central",2006,0,0,0
"23019","Singapore","Barramundi(=Giant seaperch)","Pacific, Western Central",2006,0,NA,0
"23020","Singapore","Bigeye trevally","Pacific, Western Central",2006,971.87,NA,0.000158908133121395
"23021","Singapore","Black grouper","Pacific, Western Central",2006,NA,NA,NA
"23022","Singapore","Brown-marbled grouper","Pacific, Western Central",2006,28770.57,NA,0.00470420690785641
"23023","Singapore","Cobia","Pacific, Western Central",2006,324997.12,20.2831629532547,0.0531394997366211
"23024","Singapore","Flathead grey mullet","Pacific, Western Central",2006,NA,NA,NA
"23025","Singapore","Fourfinger threadfin","Pacific, Western Central",2006,172173.95,NA,0.0281517496852834
"23026","Singapore","Giant grouper","Pacific, Western Central",2006,771.95,0.0480187857676039,0.00012621969333662
"23027","Singapore","Giant tiger prawn","Pacific, Western Central",2006,0,0,0
"23028","Singapore","Golden trevally","Pacific, Western Central",2006,66607.06,NA,0.0108907606545163
"23029","Singapore","Green humphead parrotfish","Pacific, Western Central",2006,NA,NA,NA
"23030","Singapore","Green mussel","Pacific, Western Central",2006,NA,NA,NA
"23031","Singapore","Groupers nei","Pacific, Western Central",2006,NA,NA,NA
"23032","Singapore","Humpback grouper","Pacific, Western Central",2006,6986.44,NA,0.00114233605066999
"23033","Singapore","Indo-Pacific swamp crab","Pacific, Western Central",2006,9868.32,7.09440690150971,0.0016135453386199
"23034","Singapore","John's snapper","Pacific, Western Central",2006,795285.6,406.172420837589,0.130035241333027
"23035","Singapore","Kuruma prawn","Pacific, Western Central",2006,33.33,NA,5.44970837348215e-06
"23036","Singapore","Malabar grouper","Pacific, Western Central",2006,NA,NA,NA
"23037","Singapore","Mangrove red snapper","Pacific, Western Central",2006,2496580.5,NA,0.408209890666734
"23038","Singapore","Marine fishes nei","Pacific, Western Central",2006,100.35,NA,1.64079878571537e-05
"23039","Singapore","Milkfish","Pacific, Western Central",2006,NA,NA,NA
"23040","Singapore","Mozambique tilapia","Pacific, Western Central",2006,26270.9,NA,0.00429549186045341
"23041","Singapore","Mud spiny lobster","Pacific, Western Central",2006,24251.67,4.41260371179039,0.00396533240533831
"23042","Singapore","Orange-spotted grouper","Pacific, Western Central",2006,0,0,0
"23043","Singapore","Pacific cupped oyster","Pacific, Western Central",2006,289157.3,NA,0.047279416713576
"23044","Singapore","Papuan black snapper","Pacific, Western Central",2006,NA,NA,NA
"23045","Singapore","Penaeus shrimps nei","Pacific, Western Central",2006,NA,NA,NA
"23046","Singapore","Snappers nei","Pacific, Western Central",2006,5250,NA,0.00085841491031447
"23047","Singapore","Snubnose pompano","Pacific, Western Central",2006,NA,NA,NA
"23048","Singapore","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2006,1837694.4,NA,0.300477004487886
"23049","Singapore","Spotted coralgrouper","Pacific, Western Central",2006,0,0,0
"23050","Singapore","Streaked spinefoot","Pacific, Western Central",2006,5151.51,NA,0.00084231104659697
"23051","Singapore","White-spotted spinefoot","Pacific, Western Central",2006,25000.75,17.3255370755371,0.004087812679818
"23052","Slovenia","Clams, etc. nei","Mediterranean and Black Sea",2006,12.27,0.00139273552780931,0.000591232128719956
"23053","Slovenia","European seabass","Mediterranean and Black Sea",2006,32,32,0.00154192568207323
"23054","Slovenia","Gilthead seabream","Mediterranean and Black Sea",2006,20709,5177.25,0.997866842189207
"23055","Slovenia","Marine fishes nei","Mediterranean and Black Sea",2006,0,0,0
"23056","Slovenia","Mediterranean mussel","Mediterranean and Black Sea",2006,0,NA,0
"23057","Slovenia","Sharpsnout seabream","Mediterranean and Black Sea",2006,NA,NA,NA
"23058","Slovenia","Warty venus","Mediterranean and Black Sea",2006,NA,NA,NA
"23059","Solomon Islands","Eucheuma seaweeds nei","Pacific, Western Central",2006,142.5,NA,1
